0,22d2a,20180115,1659
286,3089,東証JQS,テクノアルファ(株),14:58,1190,1238.93,-3.95
287,3683,東証1部,(株)サイバーリンクス,15:00,1372,1428.24,-3.94
288,4714,東証1部,(株)リソー教育,15:00,840,874.32,-3.93
289,6031,マザーズ,サイジニア(株),14:28,1795,1868.33,-3.93
290,3661,東証1部,(株)エムアップ,15:00,1303,1356.23,-3.92
291,8732,東証1部,(株)マネーパートナーズグループ,15:00,431,448.47,-3.89
292,7018,東証2部,内海造船(株),15:00,1728,1797.40,-3.86
293,2588,東証2部,(株)プレミアムウォーターホールディングス,14:53,963,1001.57,-3.85
294,2651,東証1部,(株)ローソン,15:00,7250,7540.53,-3.85
295,9674,東証2部,花月園観光(株),13:39,859,893.32,-3.84
296,8227,東証1部,(株)しまむら,15:00,12450,12946.27,-3.83
297,8508,東証2部,Ｊトラスト(株),15:00,789,820.40,-3.83
298,6915,東証1部,千代田インテグレ(株),15:00,2615,2719.00,-3.82
299,3094,東証JQS,(株)スーパーバリュー,15:00,952,989.63,-3.80
300,3662,東証1部,(株)エイチーム,15:00,2785,2894.88,-3.80
301,1815,東証1部,鉄建建設(株),15:00,3360,3492.47,-3.79
302,7869,東証JQS,日本フォームサービス(株),01/12,273,283.40,-3.79
303,1789,東証JQS,(株)ＥＴＳホールディングス,14:49,565,587.12,-3.77
304,4963,東証1部,星光ＰＭＣ(株),15:00,1143,1187.79,-3.77
305,5805,東証1部,昭和電線ホールディングス(株),15:00,982,1020.41,-3.76
306,9360,東証2部,鈴与シンワート(株),14:57,839,871.67,-3.75
307,3141,東証1部,ウエルシアホールディングス(株),15:00,4375,4544.47,-3.73
308,6857,東証1部,(株)アドバンテスト,15:00,2193,2277.55,-3.71
309,6962,東証1部,(株)大真空,15:00,1715,1781.12,-3.71
310,2914,東証1部,ＪＴ,15:00,3591,3728.64,-3.69
311,1491,東証2部,中外鉱業(株),15:00,28,29.07,-3.67
312,2587,東証1部,サントリー食品インターナショナル(株),15:00,4850,5034.73,-3.67
