0,1d2a,20180111,1840
94,3915,マザーズ,(株)テラスカイ,01/11,8280,4.81 %,380,5800,掲示板
95,2148,マザーズ,アイティメディア(株),01/11,770,4.76 %,35,38000,掲示板
96,3983,マザーズ,(株)オロ,01/11,2429,4.74 %,110,106600,掲示板
97,1647,東証ETF,ダイワ 上場投信･TOPIX-17小売,01/11,22880,4.57 %,1000,2,掲示板
98,6541,マザーズ,グレイステクノロジー(株),01/11,8720,4.56 %,380,165800,掲示板
99,8894,東証2部,(株)原弘産,01/11,23,4.55 %,1,581200,掲示板
100,2157,東証1部,(株)コシダカホールディングス,01/11,5540,4.53 %,240,142900,掲示板
101,6188,東証JQS,富士ソフトサービスビューロ(株),01/11,2402,4.48 %,103,69000,掲示板
102,3393,東証1部,スターティア(株),01/11,1322,4.42 %,56,372700,掲示板
103,2464,東証1部,(株)ビジネス・ブレークスルー,01/11,521,4.41 %,22,323100,掲示板
104,1757,東証2部,クレアホールディングス(株),01/11,24,4.35 %,1,1064500,掲示板
105,2388,東証JQG,(株)ウェッジホールディングス,01/11,360,4.35 %,15,418500,掲示板
106,9055,東証2部,(株)アルプス物流,01/11,974,4.28 %,40,23300,掲示板
107,3264,東証JQS,(株)アスコット,01/11,342,4.27 %,14,2593100,掲示板
108,3168,東証2部,黒谷(株),01/11,1322,4.26 %,54,108300,掲示板
109,5304,東証2部,ＳＥＣカーボン(株),01/11,7650,4.22 %,310,19400,掲示板
110,6166,マザーズ,(株)中村超硬,01/11,6950,4.20 %,280,437300,掲示板
111,2778,東証JQS,パレモ・ホールディングス(株),01/11,572,4.19 %,23,334800,掲示板
112,2820,東証JQS,(株)やまみ,01/11,2313,4.19 %,93,22800,掲示板
113,6836,東証2部,ぷらっとホーム(株),01/11,5760,4.16 %,230,57400,掲示板
114,6916,東証1部,(株)アイ・オー・データ機器,01/11,1128,4.16 %,45,103600,掲示板
115,7957,東証2部,フジコピアン(株),01/11,2030,4.16 %,81,8600,掲示板
116,7217,東証JQS,(株)テイン,01/11,703,4.15 %,28,27900,掲示板
117,9307,東証2部,(株)杉村倉庫,01/11,1870,4.12 %,74,2490600,掲示板
118,9656,東証2部,グリーンランドリゾート(株),01/11,611,4.09 %,24,83700,掲示板
119,3565,マザーズ,アセンテック(株),01/11,3590,4.06 %,140,87700,掲示板
120,6537,マザーズ,ＷＡＳＨハウス(株),01/11,2843,4.06 %,111,89600,掲示板
121,7807,東証JQS,(株)幸和製作所,01/11,14300,4.00 %,550,62600,掲示板
122,7886,東証JQS,ヤマト・インダストリー(株),01/11,210,3.96 %,8,624000,掲示板
123,6289,東証1部,(株)技研製作所,01/11,3160,3.95 %,120,172500,掲示板
124,6890,東証JQS,(株)フェローテックホールディングス,01/11,2659,3.95 %,101,1069700,掲示板
125,9616,東証1部,(株)共立メンテナンス,01/11,4735,3.95 %,180,386900,掲示板
126,3777,東証JQG,(株)ジオネクスト,01/11,53,3.92 %,2,1297900,掲示板
127,3559,マザーズ,(株)ピーバンドットコム,01/11,2620,3.89 %,98,48500,掲示板
128,7519,東証JQS,五洋インテックス(株),01/11,722,3.88 %,27,220000,掲示板
129,5367,東証1部,(株)ニッカトー,01/11,1134,3.85 %,42,564900,掲示板
130,6815,東証1部,ユニデンホールディングス(株),01/11,327,3.81 %,12,2021000,掲示板
131,5302,東証1部,日本カーボン(株),01/11,5470,3.80 %,200,325200,掲示板
132,6197,東証1部,(株)ソラスト,01/11,2849,3.75 %,103,209000,掲示板
133,6905,東証1部,コーセル(株),01/11,1908,3.75 %,69,683600,掲示板
134,6167,東証1部,冨士ダイス(株),01/11,1194,3.74 %,43,93300,掲示板
135,4320,東証1部,(株)ＣＥホールディングス,01/11,918,3.73 %,33,77500,掲示板
136,4368,東証1部,扶桑化学工業(株),01/11,3200,3.73 %,115,222200,掲示板
137,6696,マザーズ,(株)トランザス,01/11,2445,3.73 %,88,44500,掲示板
138,6998,東証2部,日本タングステン(株),01/11,3195,3.73 %,115,72500,掲示板
139,9064,東証1部,ヤマトホールディングス(株),01/11,2473.5,3.73 %,89,5061300,掲示板
140,5727,東証1部,東邦チタニウム(株),01/11,1356,3.67 %,48,1031900,掲示板
141,6366,東証1部,千代田化工建設(株),01/11,876,3.67 %,31,3697700,掲示板
142,9283,東証,日本再生可能エネルギーインフラ投資法人,01/11,113700,3.65 %,4000,607,掲示板
143,5809,東証1部,タツタ電線(株),01/11,943,3.63 %,33,648900,掲示板
144,2196,東証1部,(株)エスクリ,01/11,1067,3.59 %,37,61800,掲示板
145,3280,東証1部,(株)エストラスト,01/11,1329,3.59 %,46,52600,掲示板
146,3901,東証JQS,マークラインズ(株),01/11,1557,3.59 %,54,155000,掲示板
147,6190,マザーズ,(株)フェニックスバイオ,01/11,1241,3.59 %,43,15700,掲示板
148,9753,東証JQS,アイエックス・ナレッジ(株),01/11,723,3.58 %,25,1136000,掲示板
