0,1w2a,20180112,2036
121,5218,東証1部,(株)オハラ,4065,11.83 %,430,5149400,掲示板
122,6904,東証2部,原田工業(株),944,11.72 %,99,1306000,掲示板
123,2150,マザーズ,(株)ケアネット,1278,11.71 %,134,560300,掲示板
124,7551,東証JQS,(株)ウェッズ,900,11.66 %,94,251900,掲示板
125,6867,東証JQS,リーダー電子(株),857,11.59 %,89,287300,掲示板
126,7992,東証2部,セーラー万年筆(株),280,11.55 %,29,1230400,掲示板
127,4107,東証2部,伊勢化学工業(株),725,11.54 %,75,480000,掲示板
128,6658,東証JQS,シライ電子工業(株),803,11.53 %,83,6479900,掲示板
129,7743,東証1部,(株)シード,5480,11.38 %,560,213200,掲示板
130,7744,東証1部,ノーリツ鋼機(株),2839,11.38 %,290,3363400,掲示板
131,4344,東証1部,ソースネクスト(株),1428,11.30 %,145,12013900,掲示板
132,2385,マザーズ,(株)総医研ホールディングス,602,11.28 %,61,3991600,掲示板
133,3931,マザーズ,(株)バリューゴルフ,3710,11.24 %,375,42300,掲示板
134,6957,東証JQS,(株)芝浦電子,5770,11.18 %,580,205100,掲示板
135,6731,東証2部,(株)ピクセラ,202,10.99 %,20,7594600,掲示板
136,1724,東証JQS,シンクレイヤ(株),1000,10.99 %,99,944700,掲示板
137,4242,東証JQS,(株)タカギセイコー,4400,10.97 %,435,59200,掲示板
138,8923,東証1部,トーセイ(株),1245,10.96 %,123,2019400,掲示板
139,9283,東証,日本再生可能エネルギーインフラ投資法人,117500,10.95 %,11600,4046,掲示板
140,7808,東証JQS,(株)シー・エス・ランバー,2130,10.82 %,208,209800,掲示板
141,2436,東証JQS,共同ピーアール(株),1701,10.81 %,166,17100,掲示板
142,3557,マザーズ,ユナイテッド＆コレクティブ(株),6970,10.81 %,680,74600,掲示板
143,4563,マザーズ,アンジェス(株),687,10.81 %,67,15232800,掲示板
144,3633,東証JQS,ＧＭＯペパボ(株),3445,10.77 %,335,30300,掲示板
145,9467,マザーズ,(株)アルファポリス,2184,10.75 %,212,182200,掲示板
146,3927,マザーズ,(株)アークン,1053,10.73 %,102,3574800,掲示板
147,6772,東証2部,東京コスモス電機(株),302,10.62 %,29,2426000,掲示板
148,6547,東証2部,(株)グリーンズ,1889,10.60 %,181,384400,掲示板
149,3135,マザーズ,(株)マーケットエンタープライズ,964,10.42 %,91,281100,掲示板
150,7834,東証JQS,マルマン(株),223,10.40 %,21,2381600,掲示板
151,4594,マザーズ,ブライトパス・バイオ(株),822,10.34 %,77,47761900,掲示板
