0,1d2a,20180201,1840,,,,
203,8697,東証1部,(株)日本取引所グループ,2064,5.25,103,2128100
204,9531,東証1部,東京ガス(株),2729,5.24,136,2331300
205,4712,東証JQS,(株)ＫｅｙＨｏｌｄｅｒ,141,5.22,7,1745000
206,8527,東証1部,(株)愛知銀行,5850,5.22,290,56800
207,8337,東証1部,(株)千葉興業銀行,565,5.21,28,283800
208,8356,東証1部,(株)十六銀行,3335,5.21,165,164700
209,8360,東証1部,(株)山梨中央銀行,486,5.19,24,408000
210,4410,東証1部,ハリマ化成グループ(株),934,5.18,46,105600
211,7780,東証1部,(株)メニコン,3465,5.16,170,168500
212,3578,東証2部,倉庫精練(株),245,5.15,12,853000
213,6337,東証JQS,(株)テセック,2354,5.14,115,229900
214,8397,東証1部,(株)沖縄銀行,4610,5.13,225,52300
215,8341,東証1部,(株)七十七銀行,3000,5.12,146,391600
216,6413,東証1部,理想科学工業(株),2159,5.11,105,60500
217,7192,東証2部,日本モーゲージサービス(株),2820,5.11,137,15000
218,8359,東証1部,(株)八十二銀行,679,5.11,33,2112600
219,3793,マザーズ,(株)ドリコム,1319,5.10,64,1465200
220,8368,東証1部,(株)百五銀行,577,5.10,28,976800
221,5381,東証JQS,Ｍｉｐｏｘ(株),867,5.09,42,392600
222,2415,東証JQS,ヒューマンホールディングス(株),1985,5.08,96,8400
223,3140,東証JQG,(株)イデアインターナショナル,1159,5.08,56,85100
224,8563,東証1部,(株)大東銀行,1656,5.08,80,24100
225,1983,東証1部,東芝プラントシステム(株),2259,5.07,109,393300
226,8529,東証1部,(株)第三銀行,1803,5.07,87,33100
227,8537,東証1部,(株)大光銀行,2553,5.06,123,14800
228,9115,東証1部,明治海運(株),479,5.04,23,198800
229,1518,東証1部,三井松島産業(株),1607,5.03,77,175900
230,9438,東証1部,(株)エムティーアイ,671,5.01,32,226400
231,9957,東証1部,(株)バイテックホールディングス,1907,5.01,91,86700
232,3538,東証2部,(株)ウイルプラスホールディングス,1428,5.00,68,58000
233,4686,東証1部,(株)ジャストシステム,2210,4.99,105,260900
234,8374,東証1部,(株)三重銀行,2535,4.97,120,34200
235,2185,東証JQS,(株)シイエム・シイ,7200,4.96,340,2100
236,7818,東証1部,(株)トランザクション,1206,4.96,57,444500
237,8377,東証1部,(株)ほくほくフィナンシャルグループ,1714,4.96,81,834500
238,6470,東証1部,大豊工業(株),1738,4.95,82,216900
239,3190,東証JQS,(株)ホットマン,808,4.94,38,62800
240,3277,東証1部,(株)サンセイランディック,1359,4.94,64,84600
241,3439,東証JQS,(株)三ツ知,1889,4.94,89,18300
242,6639,東証2部,(株)コンテック,2697,4.94,127,16900
243,8355,東証1部,(株)静岡銀行,1218,4.91,57,3075000
244,2533,東証1部,オエノンホールディングス(株),428,4.90,20,813800
245,3993,マザーズ,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,16050,4.90,750,326500
246,4568,東証1部,第一三共(株),3850,4.90,180,4243400
247,6360,東証2部,(株)東京自働機械製作所,2100,4.90,98,8400
248,8331,東証1部,(株)千葉銀行,990,4.87,46,4086000
249,6848,東証1部,東亜ディーケーケー(株),1209,4.86,56,43300
250,5941,東証2部,(株)中西製作所,2097,4.85,97,25300
251,3825,東証2部,(株)リミックスポイント,737,4.84,34,1274600
252,6879,東証1部,(株)イマジカ・ロボット　ホールディングス,1365,4.84,63,478200
253,6794,東証1部,フォスター電機(株),3375,4.81,155,1927300
254,3168,東証2部,黒谷(株),2207,4.80,101,199700
255,2404,東証2部,(株)鉄人化計画,394,4.79,18,66700
256,5162,東証JQS,(株)朝日ラバー,1399,4.79,64,55300
257,5388,東証2部,クニミネ工業(株),1094,4.79,50,136900
258,8370,東証1部,(株)紀陽銀行,1903,4.79,87,245400
259,9037,東証1部,(株)ハマキョウレックス,3950,4.77,180,145500
260,7161,東証1部,(株)じもとホールディングス,198,4.76,9,299300
261,3891,東証JQS,ニッポン高度紙工業(株),3525,4.75,160,197300
262,8131,東証1部,(株)ミツウロコグループホールディングス,842,4.73,38,25900
263,8715,東証1部,アニコム　ホールディングス(株),3540,4.73,160,117300
264,3113,東証2部,Ｏａｋ　キャピタル(株),399,4.72,18,2041100
265,8070,東証1部,東京産業(株),621,4.72,28,91600
266,2427,東証1部,(株)アウトソーシング,2158,4.71,97,1263700
267,8396,東証1部,(株)十八銀行,311,4.71,14,303000
268,8386,東証1部,(株)百十四銀行,401,4.70,18,896000
269,3180,東証1部,(株)ビューティガレージ,2141,4.69,96,21900
270,5021,東証1部,コスモエネルギーホールディングス(株),4475,4.68,200,631600
271,6433,東証JQS,ヒーハイスト精工(株),939,4.68,42,292900
272,8385,東証1部,(株)伊予銀行,939,4.68,42,1331000
273,8202,東証2部,ラオックス(株),650,4.67,29,780200
274,4680,東証1部,(株)ラウンドワン,2117,4.65,94,1581000
275,9746,東証1部,(株)ＴＫＣ,4160,4.65,185,33200
276,5909,東証1部,(株)コロナ,1444,4.64,64,18800
277,8050,東証1部,セイコーホールディングス(株),3280,4.63,145,226700
278,8309,東証1部,三井住友トラスト・ホールディングス(株),4736,4.62,209,2911200
279,4592,マザーズ,サンバイオ(株),4210,4.60,185,443100
280,5208,東証1部,(株)有沢製作所,1205,4.60,53,252900
281,2435,東証JQS,(株)シダー,456,4.59,20,81800
282,3910,東証JQS,(株)エムケイシステム,2719,4.58,119,9800
283,6358,東証1部,酒井重工業(株),4910,4.58,215,45500
284,8103,東証1部,明和産業(株),526,4.57,23,347800
285,8334,東証1部,(株)群馬銀行,687,4.57,30,2097800
286,8346,東証1部,(株)東邦銀行,412,4.57,18,627100
287,4820,東証1部,(株)ＥＭシステムズ,2543,4.56,111,18300
288,8818,東証1部,京阪神ビルディング(株),942,4.55,41,172300
289,8522,東証1部,(株)名古屋銀行,4385,4.53,190,44100
290,1973,東証1部,ＮＥＣネッツエスアイ(株),3050,4.52,132,126400
291,6210,東証1部,東洋機械金属(株),1158,4.51,50,363700
292,7744,東証1部,ノーリツ鋼機(株),2848,4.51,123,338400
293,5987,東証JQS,(株)オーネックス,2600,4.50,112,14200
294,6502,東証2部,(株)東芝,325,4.50,14,49989000
295,6676,東証1部,(株)メルコホールディングス,3945,4.50,170,75100
296,1384,東証1部,(株)ホクリヨウ,1631,4.48,70,47300
297,3768,東証2部,リスクモンスター(株),1706,4.47,73,37900
298,3774,東証1部,(株)インターネットイニシアティブ,2479,4.47,106,499200
299,9759,東証1部,(株)ＮＳＤ,2407,4.47,103,201100
300,2127,東証1部,(株)日本Ｍ＆Ａセンター,6790,4.46,290,824900
301,5355,東証2部,日本ルツボ(株),328,4.46,14,171000
302,6196,東証1部,(株)ストライク,6790,4.46,290,46400
303,6284,東証1部,日精エー・エス・ビー機械(株),7510,4.45,320,60300
304,9519,マザーズ,(株)レノバ,1573,4.45,67,187900
305,5698,東証2部,(株)エンビプロ・ホールディングス,1202,4.43,51,285200
306,5952,東証2部,アマテイ(株),165,4.43,7,187400
307,8316,東証1部,(株)三井住友フィナンシャルグループ,5094,4.43,216,14599800
308,8306,東証1部,(株)三菱ＵＦＪフィナンシャル・グループ,857,4.41,36.2,107660900
309,9692,東証1部,(株)シーイーシー,3325,4.40,140,96700
310,4975,東証1部,(株)ＪＣＵ,5470,4.39,230,69200
311,7186,東証1部,(株)コンコルディア・フィナンシャルグループ,690,4.39,29,5211300
312,9621,東証1部,(株)建設技術研究所,1260,4.39,53,36200
313,7726,東証2部,黒田精工(株),2881,4.38,121,65700
314,4921,東証1部,(株)ファンケル,3585,4.37,150,649900
315,3742,マザーズ,ＩＴｂｏｏｋ(株),646,4.36,27,189000
316,6087,東証1部,(株)アビスト,5270,4.36,220,19700
317,7874,東証1部,レック(株),3230,4.36,135,75900
318,1435,東証1部,(株)インベスターズクラウド,1776,4.35,74,342600
319,3371,東証1部,(株)ソフトクリエイトホールディングス,1536,4.35,64,13200
320,9025,東証1部,鴻池運輸(株),2079,4.32,86,77800
321,6078,東証1部,(株)バリューＨＲ,2418,4.31,100,12800
322,4369,東証1部,(株)トリケミカル研究所,5210,4.30,215,154200
323,4914,東証1部,高砂香料工業(株),3520,4.30,145,38600
324,8737,東証2部,(株)あかつき本社,607,4.30,25,152400
325,1982,東証1部,日比谷総合設備(株),2356,4.29,97,23000
326,9913,東証JQS,日邦産業(株),584,4.29,24,110900
327,2038,東証ETF,NEXT NOTES 日経・TOCOM 原油 ダブル・ブル ETN,1463,4.28,60,782089
328,1721,東証1部,コムシスホールディングス(株),3180,4.26,130,629200
329,6104,東証1部,東芝機械(株),929,4.26,38,876000
330,3106,東証1部,クラボウ,368,4.25,15,614000
331,7240,東証1部,ＮＯＫ(株),2647,4.25,108,1023600
332,6993,東証2部,大黒屋ホールディングス(株),74,4.23,3,970700
333,1916,東証1部,日成ビルド工業(株),1431,4.22,58,133100
334,2666,東証JQS,(株)オートウェーブ,173,4.22,7,1871300
335,7247,東証1部,(株)ミクニ,816,4.21,33,188300
336,6121,東証1部,(株)滝澤鉄工所,2558,4.20,103,96100
337,9890,東証JQS,(株)マキヤ,745,4.20,30,2000
338,9810,東証1部,日鉄住金物産(株),6970,4.19,280,95000
339,4813,マザーズ,(株)ＡＣＣＥＳＳ,1171,4.18,47,386900
340,6045,マザーズ,(株)レントラックス,1022,4.18,41,83400
341,8923,東証1部,トーセイ(株),1397,4.18,56,521500
342,1757,東証2部,クレアホールディングス(株),25,4.17,1,600400
343,2784,東証1部,アルフレッサ　ホールディングス(株),2770,4.17,111,663300
344,5019,東証1部,出光興産(株),4250,4.17,170,1057000
345,7844,東証1部,(株)マーベラス,1025,4.17,41,1044100
346,8473,東証1部,ＳＢＩホールディングス(株),2749,4.17,110,5623600
347,3983,マザーズ,(株)オロ,2530,4.16,101,39100
348,3851,東証JQS,(株)日本一ソフトウェア,1912,4.14,76,123600
349,7952,東証1部,(株)河合楽器製作所,3525,4.14,140,71800
350,9793,東証1部,(株)ダイセキ,3395,4.14,135,115900
351,5186,東証1部,ニッタ(株),4790,4.13,190,63500
352,7187,マザーズ,ジェイリース(株),986,4.12,39,35100
353,8354,東証1部,(株)ふくおかフィナンシャルグループ,658,4.11,26,5423000
354,9962,東証1部,(株)ミスミグループ本社,3420,4.11,135,1522700
355,4366,東証2部,ダイトーケミックス(株),787,4.10,31,224700
356,5280,東証JQS,ヨシコン(株),1929,4.10,76,39000
357,6810,東証1部,マクセルホールディングス(株),2617,4.10,103,866700
358,8366,東証1部,(株)滋賀銀行,610,4.10,24,1353000
359,3221,東証1部,(株)ヨシックス,3690,4.09,145,65900
360,3388,東証1部,明治電機工業(株),2189,4.09,86,66000
361,4766,東証2部,(株)ピーエイ,229,4.09,9,99000
362,4814,東証JQS,ネクストウェア(株),458,4.09,18,1467700
363,6055,東証1部,ジャパンマテリアル(株),4450,4.09,175,131800
364,6165,東証1部,パンチ工業(株),1481,4.08,58,137400
365,7917,東証1部,藤森工業(株),4080,4.08,160,44200
366,9428,東証1部,(株)クロップス,1129,4.06,44,33600
367,3036,東証1部,アルコニックス(株),2622,4.05,102,283600
368,4588,マザーズ,オンコリスバイオファーマ(株),1131,4.05,44,510100
369,2362,東証JQS,(株)夢真ホールディングス,1339,4.04,52,1109400
370,9039,東証1部,(株)サカイ引越センター,5410,4.04,210,119800
371,7730,東証1部,マニー(株),4000,4.03,155,98100
372,8256,東証JQS,(株)プロルート丸光,258,4.03,10,360300
373,9622,東証1部,(株)スペース,1601,4.03,62,17600
374,6157,東証1部,日進工具(株),3080,4.02,119,67800
375,9539,東証2部,京葉瓦斯(株),647,4.02,25,25000
376,6103,東証1部,オークマ(株),7790,4.01,300,289000
377,6777,東証JQS,ｓａｎｔｅｃ(株),1717,4.00,66,106600
378,7901,東証JQS,(株)マツモト,3640,4.00,140,300
379,4716,東証1部,日本オラクル(株),9130,3.99,350,216100
380,2674,東証1部,(株)ハードオフコーポレーション,1228,3.98,47,37900
381,3817,東証1部,(株)ＳＲＡホールディングス,4050,3.98,155,81400
382,4917,東証1部,(株)マンダム,4045,3.98,155,172200
383,9070,東証1部,トナミホールディングス(株),5750,3.98,220,9800
384,1951,東証1部,(株)協和エクシオ,2940,3.96,112,363100
385,6899,東証2部,ＡＳＴＩ(株),5120,3.96,195,33000
386,6551,マザーズ,(株)ツナグ・ソリューションズ,1633,3.95,62,21200
387,4642,東証2部,オリジナル設計(株),1055,3.94,40,383800
388,3328,東証1部,ＢＥＥＮＯＳ(株),1955,3.93,74,231500
389,6652,東証1部,ＩＤＥＣ(株),3305,3.93,125,323700
390,8056,東証1部,日本ユニシス(株),2382,3.93,90,407300
391,9267,東証1部,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ(株),3835,3.93,145,59800
392,8336,東証1部,(株)武蔵野銀行,3980,3.92,150,107400
393,9632,東証1部,スバル興業(株),7420,3.92,280,7100
394,3660,東証1部,(株)アイスタイル,1144,3.91,43,787300
395,7244,東証1部,市光工業(株),1062,3.91,40,489100
396,3194,東証1部,(株)キリン堂ホールディングス,1999,3.90,75,101700
397,9757,東証1部,(株)船井総研ホールディングス,2689,3.90,101,133300
398,3550,マザーズ,(株)スタジオアタオ,3075,3.89,115,28400
399,4530,東証1部,久光製薬(株),7790,3.87,290,193300
400,6698,東証JQS,ヴィスコ・テクノロジーズ(株),33600,3.86,1250,32100
401,7841,東証JQS,(株)遠藤製作所,834,3.86,31,30700
402,6425,東証JQS,(株)ユニバーサルエンターテインメント,5400,3.85,200,418500
403,7167,東証1部,(株)めぶきフィナンシャルグループ,514,3.84,19,5912400
404,7902,東証JQS,(株)ソノコム,1405,3.84,52,7000
405,8593,東証1部,三菱ＵＦＪリース(株),731,3.84,27,1954900
406,8399,東証1部,(株)琉球銀行,1762,3.83,65,110400
407,1568,東証ETF,TOPIXブル2倍上場投信,21730,3.82,800,107710
408,1662,東証1部,石油資源開発(株),3125,3.82,115,255800
409,4503,東証1部,アステラス製薬(株),1495,3.82,55,14984000
410,5363,東証1部,(株)ＴＹＫ,462,3.82,17,741900
411,8714,東証1部,(株)池田泉州ホールディングス,435,3.82,16,1433200
412,9849,東証JQS,(株)共同紙販ホールディングス,489,3.82,18,2000
413,2170,東証1部,(株)リンクアンドモチベーション,982,3.81,36,1043100
414,2307,東証JQS,(株)クロスキャット,1090,3.81,40,36100
