0,1d2a,20180201,1840,,,,
832,1979,東証1部,(株)大気社,3900,2.63,100,69900
833,2425,東証JQG,(株)ケアサービス,1406,2.63,36,29000
834,3393,東証1部,スターティア(株),1132,2.63,29,88600
835,3407,東証1部,旭化成(株),1462,2.63,37.5,3515800
836,5923,東証1部,高田機工(株),4285,2.63,110,22800
837,7875,東証2部,竹田印刷(株),1097,2.62,28,12000
838,7984,東証1部,コクヨ(株),2077,2.62,53,335400
839,9995,東証1部,(株)ルネサスイーストン,823,2.62,21,227700
840,1417,東証1部,(株)ミライト・ホールディングス,1651,2.61,42,253100
841,1952,東証1部,新日本空調(株),1571,2.61,40,15500
842,2266,東証1部,六甲バター(株),2871,2.61,73,27400
843,7287,東証2部,日本精機(株),2319,2.61,59,41400
844,8087,東証1部,フルサト工業(株),1885,2.61,48,5800
845,2461,東証1部,(株)ファンコミュニケーションズ,908,2.60,23,414400
846,4471,東証1部,三洋化成工業(株),5920,2.60,150,94900
847,6140,東証1部,旭ダイヤモンド工業(株),1380,2.60,35,349500
848,7266,東証1部,(株)今仙電機製作所,1342,2.60,34,39100
849,9517,東証1部,イーレックス(株),1105,2.60,28,1018000
850,1612,東証ETF,ダイワ 上場投信-東証銀行業株価指数,198,2.59,5,3100
851,2454,東証JQS,(株)オールアバウト,1503,2.59,38,42100
852,2736,東証JQS,(株)サダマツ,277,2.59,7,52000
853,3903,東証1部,(株)ｇｕｍｉ,1108,2.59,28,645000
854,7122,東証1部,近畿車輛(株),3165,2.59,80,15400
855,3975,東証1部,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ(株),1430,2.58,36,49200
856,4578,東証1部,大塚ホールディングス(株),4971,2.58,125,1014200
857,4927,東証1部,(株)ポーラ・オルビスホールディングス,4380,2.58,110,557200
858,5480,東証1部,日本冶金工業(株),318,2.58,8,5791700
859,7715,東証1部,長野計器(株),1351,2.58,34,105400
860,3933,東証JQS,チエル(株),1477,2.57,37,7000
861,4088,東証1部,エア・ウォーター(株),2391,2.57,60,537700
862,6325,東証1部,(株)タカキタ,997,2.57,25,320600
863,6339,東証1部,新東工業(株),1436,2.57,36,111900
864,6463,東証1部,ＴＰＲ(株),3590,2.57,90,61000
865,6473,東証1部,(株)ジェイテクト,1994,2.57,50,1461100
866,6814,東証1部,古野電気(株),839,2.57,21,40900
867,2130,東証1部,(株)メンバーズ,842,2.56,21,83400
868,3176,東証1部,三洋貿易(株),2760,2.56,69,17700
869,3948,東証JQS,光ビジネスフォーム(株),561,2.56,14,87900
870,4221,東証1部,大倉工業(株),681,2.56,17,83000
871,6247,東証1部,(株)日阪製作所,1163,2.56,29,32000
872,6278,東証1部,ユニオンツール(株),4415,2.56,110,23600
873,6835,東証2部,アライドテレシスホールディングス(株),120,2.56,3,1737500
874,9067,東証1部,(株)丸運,360,2.56,9,22300
875,5932,東証1部,三協立山(株),1570,2.55,39,91000
876,6077,東証1部,(株)Ｎ・フィールド,1568,2.55,39,137400
877,9616,東証1部,(株)共立メンテナンス,4620,2.55,115,160900
878,4800,東証JQS,オリコン(株),364,2.54,9,163400
879,4617,東証1部,中国塗料(株),973,2.53,24,356400
880,5956,東証2部,トーソー(株),648,2.53,16,7100
881,7480,東証1部,スズデン(株),1825,2.53,45,17000
882,2742,東証1部,(株)ハローズ,2606,2.52,64,6900
883,5011,東証1部,ニチレキ(株),1343,2.52,33,71900
884,5367,東証1部,(株)ニッカトー,1019,2.52,25,75400
885,5704,マザーズ,(株)ＪＭＣ,1099,2.52,27,18400
886,6277,東証1部,ホソカワミクロン(株),8140,2.52,200,44300
887,7752,東証1部,(株)リコー,1099,2.52,27,3328700
888,2413,東証1部,エムスリー(株),4090,2.51,100,750100
889,3165,東証JQS,(株)フーマイスターエレクトロニクス,1061,2.51,26,2600
890,6707,東証1部,サンケン電気(株),816,2.51,20,1097000
891,7294,東証1部,(株)ヨロズ,2414,2.51,59,38400
892,9842,東証1部,アークランドサカモト(株),1921,2.51,47,69200
893,1954,東証1部,日本工営(株),3695,2.50,90,33600
894,3183,東証1部,ウイン・パートナーズ(株),1558,2.50,38,21500
895,3244,東証1部,サムティ(株),2006,2.50,49,374900
896,3961,マザーズ,シルバーエッグ・テクノロジー(株),2170,2.50,53,12100
897,4231,東証1部,タイガースポリマー(株),901,2.50,22,41000
898,5945,東証JQS,天龍製鋸(株),3485,2.50,85,5200
899,6026,マザーズ,ＧＭＯ　ＴＥＣＨ(株),3485,2.50,85,4000
900,6345,東証1部,(株)アイチコーポレーション,820,2.50,20,134200
901,7463,東証1部,(株)アドヴァン,1107,2.50,27,85700
902,8174,東証1部,日本瓦斯(株),4710,2.50,115,140500
903,8424,東証1部,芙蓉総合リース(株),8210,2.50,200,42900
904,8622,東証1部,水戸証券(株),451,2.50,11,236000
905,9375,東証1部,(株)近鉄エクスプレス,2461,2.50,60,128200
906,4091,東証1部,大陽日酸(株),1729,2.49,42,533800
907,4978,東証JQG,(株)リプロセル,370,2.49,9,661900
908,6531,マザーズ,リファインバース(株),3500,2.49,85,33700
909,6762,東証1部,ＴＤＫ(株),10300,2.49,250,1356800
910,7619,東証1部,田中商事(株),863,2.49,21,19600
911,8051,東証1部,(株)山善,1356,2.49,33,147800
912,1670,東証ETF,MAXIS S&P三菱系企業群上場投信,165,2.48,4,3100
913,1699,東証ETF,(NEXT FUNDS)NOMURA原油インデックス上場,413,2.48,10,377970
914,3175,東証1部,(株)エー・ピーカンパニー,828,2.48,20,30700
915,3238,東証2部,セントラル総合開発(株),331,2.48,8,48300
916,8698,東証1部,マネックスグループ(株),414,2.48,10,12828300
917,8876,東証1部,(株)リログループ,3310,2.48,80,539200
918,9663,東証1部,(株)ナガワ,4755,2.48,115,5300
919,4248,東証1部,竹本容器(株),2571,2.47,62,15700
920,5957,東証1部,日東精工(株),665,2.47,16,39500
921,6638,東証1部,(株)ミマキエンジニアリング,1204,2.47,29,138800
922,8891,東証2部,(株)エムジーホーム,1496,2.47,36,3300
923,9303,東証1部,(株)住友倉庫,831,2.47,20,431000
924,9381,東証1部,(株)エーアイテイー,1285,2.47,31,17500
925,5017,東証1部,富士石油(株),582,2.46,14,291200
926,7451,東証1部,三菱食品(株),3330,2.46,80,62300
927,7956,東証1部,ピジョン(株),4365,2.46,105,329700
928,3179,東証1部,シュッピン(株),1462,2.45,35,274300
929,5008,東証2部,東亜石油(株),167,2.45,4,312000
930,5742,東証JQS,エヌアイシ・オートテック(株),2216,2.45,53,23200
931,6420,東証1部,福島工業(株),5020,2.45,120,27500
932,6504,東証1部,富士電機(株),920,2.45,22,4753000
933,7927,東証JQS,ムトー精工(株),1837,2.45,44,78200
934,4540,東証1部,(株)ツムラ,3780,2.44,90,181700
935,4584,マザーズ,(株)ジーンテクノサイエンス,3360,2.44,80,34000
936,7220,東証1部,武蔵精密工業(株),3565,2.44,85,141700
937,7911,東証1部,凸版印刷(株),1050,2.44,25,1961000
938,8929,東証2部,(株)青山財産ネットワークス,1722,2.44,41,31100
939,9308,東証1部,乾汽船(株),838,2.44,20,20500
940,1690,東証ETF,ETFS WTI原油上場投資信託,1011,2.43,24,80
941,1929,東証1部,日特建設(株),718,2.43,17,174800
942,2153,東証2部,Ｅ・Ｊホールディングス(株),1646,2.43,39,10900
943,6035,東証2部,(株)アイ・アールジャパンホールディングス,2407,2.43,57,197900
944,6167,東証1部,冨士ダイス(株),1180,2.43,28,38000
945,6273,東証1部,ＳＭＣ(株),54820,2.43,1300,171500
946,6701,東証1部,ＮＥＣ,3370,2.43,80,2527000
947,1470,東証ETF,(NEXT FUNDS)JPX日経400レバレッジ,25840,2.42,610,1014
948,2389,東証1部,(株)オプトホールディング,1524,2.42,36,287400
949,2659,東証1部,(株)サンエー,5510,2.42,130,30200
950,3645,マザーズ,(株)メディカルネット,676,2.42,16,36600
951,4653,東証1部,(株)ダイオーズ,1438,2.42,34,7700
952,7879,東証2部,(株)ノダ,1480,2.42,35,11900
953,8012,東証1部,長瀬産業(株),2033,2.42,48,236100
954,8628,東証1部,松井証券(株),1060,2.42,25,1425600
955,8803,東証1部,平和不動産(株),2200,2.42,52,222800
956,1919,東証1部,(株)ヤマダ・エスバイエルホーム,85,2.41,2,1729000
957,3028,東証1部,(株)アルペン,2587,2.41,61,100400
958,3559,マザーズ,(株)ピーバンドットコム,2677,2.41,63,11300
959,4634,東証1部,東洋インキＳＣホールディングス(株),679,2.41,16,313000
960,6964,東証2部,(株)サンコー,680,2.41,16,68000
961,9264,東証JQS,ポエック(株),3830,2.41,90,12700
962,9306,東証1部,東陽倉庫(株),340,2.41,8,20900
963,7265,東証JQS,エイケン工業(株),726,2.40,17,8000
964,8130,東証1部,(株)サンゲツ,2220,2.40,52,152500
965,9470,東証1部,(株)学研ホールディングス,6390,2.40,150,36600
966,9709,東証2部,ＮＣＳ＆Ａ(株),427,2.40,10,8900
967,3513,東証1部,イチカワ(株),385,2.39,9,49000
968,4307,東証1部,(株)野村総合研究所,5140,2.39,120,806300
969,6240,東証1部,ヤマシンフィルタ(株),1459,2.39,34,1274600
970,6387,東証1部,サムコ(株),1369,2.39,32,18700
971,1773,東証1部外国,ＹＴＬ,43,2.38,1,2000
972,3151,東証1部,(株)バイタルケーエスケー・ホールディングス,991,2.38,23,38400
973,3209,東証2部,カネヨウ(株),172,2.38,4,247000
974,3923,マザーズ,(株)ラクス,3440,2.38,80,67800
975,4704,東証1部,トレンドマイクロ(株),6020,2.38,140,639900
976,6862,東証JQS,ミナトホールディングス(株),559,2.38,13,131400
977,3167,東証1部,(株)ＴＯＫＡＩホールディングス,1078,2.37,25,302800
978,6239,東証JQS,(株)ナガオカ,1211,2.37,28,17300
979,2154,東証1部,(株)トラスト・テック,3255,2.36,75,94900
980,3661,東証1部,(株)エムアップ,1260,2.36,29,306400
981,5184,東証2部,(株)ニチリン,3030,2.36,70,13100
982,5393,東証1部,ニチアス(株),1516,2.36,35,274000
983,7599,東証1部,(株)ＩＤＯＭ,781,2.36,18,468300
984,7731,東証1部,(株)ニコン,2167,2.36,50,1886500
985,8881,東証1部,日神不動産(株),954,2.36,22,103000
986,2378,東証1部,(株)ルネサンス,1830,2.35,42,81400
987,3814,東証JQG,(株)アルファクス・フード・システム,1831,2.35,42,18000
988,6134,東証1部,富士機械製造(株),2354,2.35,54,434600
989,6194,マザーズ,(株)アトラエ,11330,2.35,260,53600
990,6205,東証1部,ＯＫＫ(株),1352,2.35,31,31300
991,6217,東証1部,津田駒工業(株),305,2.35,7,1211000
992,7972,東証1部,(株)イトーキ,784,2.35,18,104900
993,8179,東証1部,ロイヤルホールディングス(株),3055,2.35,70,58000
994,3663,東証2部,アートスパークホールディングス(株),1484,2.34,34,48500
995,3810,東証2部,サイバーステップ(株),3940,2.34,90,335700
996,5801,東証1部,古河電気工業(株),6120,2.34,140,897300
997,6480,東証1部,日本トムソン(株),875,2.34,20,343400
998,9908,東証JQS,Ｄｅｎｋｅｉ,2489,2.34,57,20800
999,1783,東証JQS,(株)アジアゲートホールディングス,88,2.33,2,161700
1000,2046,東証ETF,NEXT NOTES インドNifty･ダブル・ブル ETN,11870,2.33,270,3910
1001,2722,東証JQS,(株)アイケイ,3945,2.33,90,124500
1002,5713,東証1部,住友金属鉱山(株),5227,2.33,119,1539300
1003,6268,東証1部,ナブテスコ(株),5270,2.33,120,483700
1004,1930,東証1部,北陸電気工事(株),1145,2.32,26,18200
1005,4591,マザーズ,(株)リボミック,706,2.32,16,50600
1006,8766,東証1部,東京海上ホールディングス(株),5259,2.32,119,1971800
1007,2176,東証JQS,(株)イナリサーチ,798,2.31,18,24600
1008,6302,東証1部,住友重機械工業(株),5090,2.31,115,1520900
1009,6506,東証1部,(株)安川電機,5750,2.31,130,2607500
1010,6961,東証1部,(株)エンプラス,4210,2.31,95,85300
1011,8023,東証2部,大興電子通信(株),1327,2.31,30,46000
1012,9466,東証1部,(株)アイドママーケティングコミュニケーション,753,2.31,17,58400
1013,9619,東証1部,(株)イチネンホールディングス,1814,2.31,41,28000
1014,5262,東証1部,日本ヒューム(株),844,2.30,19,47700
1015,5289,東証2部,ゼニス羽田ホールディングス(株),444,2.30,10,541800
1016,6125,東証2部,(株)岡本工作機械製作所,4900,2.30,110,32000
1017,6319,東証1部,(株)シンニッタン,845,2.30,19,6600
1018,6914,東証1部,オプテックスグループ(株),7120,2.30,160,102000
1019,7955,東証1部,クリナップ(株),889,2.30,20,27700
1020,8511,東証1部,日本証券金融(株),666,2.30,15,373200
1021,2480,東証JQS,システム・ロケーション(株),1473,2.29,33,700
1022,2706,東証JQS,(株)ブロッコリー,492,2.29,11,324000
1023,3236,東証JQS,(株)プロパスト,223,2.29,5,636900
1024,6381,東証1部,アネスト岩田(株),1296,2.29,29,54400
1025,6546,東証2部,フルテック(株),1610,2.29,36,48700
1026,8159,東証1部,(株)立花エレテック,2186,2.29,49,52500
1027,2281,東証1部,プリマハム(株),762,2.28,17,744000
1028,3561,マザーズ,(株)力の源ホールディングス,2291,2.28,51,244900
1029,3861,東証1部,王子ホールディングス(株),764,2.28,17,3695000
1030,4078,東証1部,堺化学工業(株),3135,2.28,70,54400
1031,6181,マザーズ,(株)パートナーエージェント,404,2.28,9,52600
1032,6924,東証1部,岩崎電気(株),1706,2.28,38,71200
1033,9057,東証JQS,遠州トラック(株),1660,2.28,37,7000
1034,1319,東証ETF,日経300株価指数連動型上場投資信託,360,2.27,8,2000
1035,3692,マザーズ,(株)ＦＦＲＩ,4275,2.27,95,47800
1036,4521,東証1部,科研製薬(株),5850,2.27,130,241300
1037,6347,東証JQS,(株)プラコー,135,2.27,3,127000
1038,7987,東証1部,ナカバヤシ(株),722,2.27,16,18700
1039,8068,東証1部,菱洋エレクトロ(株),1979,2.27,44,127900
1040,8595,東証1部,(株)ジャフコ,6320,2.27,140,280400
1041,3941,東証1部,レンゴー(株),904,2.26,20,1137400
1042,4996,東証1部,クミアイ化学工業(株),723,2.26,16,203100
1043,5819,東証1部,カナレ電気(株),2488,2.26,55,1700
1044,6946,東証2部,日本アビオニクス(株),2398,2.26,53,7500
1045,7872,東証1部,Ａｓ−ｍｅエステール(株),994,2.26,22,14800
1046,8058,東証1部,三菱商事(株),3119,2.26,69,3647200
1047,8279,東証1部,(株)ヤオコー,5420,2.26,120,24900
1048,9423,東証JQS,(株)ＦＲＳ,136,2.26,3,79000
1049,9674,東証2部,花月園観光(株),859,2.26,19,200
1050,1770,東証JQS,藤田エンジニアリング(株),954,2.25,21,16600
1051,2309,東証1部,シミックホールディングス(株),2138,2.25,47,44800
1052,5805,東証1部,昭和電線ホールディングス(株),954,2.25,21,174100
1053,9729,東証1部,(株)トーカイ,2723,2.25,60,28800
1054,9782,東証JQS,(株)ディーエムエス,1590,2.25,35,11300
1055,2590,東証1部,ダイドーグループホールディングス(株),6380,2.24,140,81100
1056,3695,マザーズ,ＧＭＯリサーチ(株),2370,2.24,52,2300
1057,3834,東証1部,(株)朝日ネット,547,2.24,12,26200
1058,9536,東証1部,西部ガス(株),2926,2.24,64,24500
1059,2445,東証1部,エスアールジータカミヤ(株),687,2.23,15,15600
1060,2485,東証1部,(株)ティア,1144,2.23,25,28400
1061,4301,東証1部,(株)アミューズ,3445,2.23,75,46000
1062,5541,東証1部,大平洋金属(株),3660,2.23,80,235800
1063,6436,東証1部,アマノ(株),3030,2.23,66,261100
1064,6744,東証1部,能美防災(株),2063,2.23,45,33300
1065,7408,東証1部,(株)ジャムコ,2844,2.23,62,28400
1066,7812,東証JQS,(株)クレステック,1329,2.23,29,9100
1067,9419,東証1部,(株)ワイヤレスゲート,1467,2.23,32,217500
1068,2503,東証1部,キリンホールディングス(株),2781.5,2.22,60.5,1912400
1069,3173,東証1部,大阪工機(株),1241,2.22,27,8500
1070,6459,東証1部,大和冷機工業(株),1334,2.22,29,132100
1071,7012,東証1部,川崎重工業(株),4600,2.22,100,1752000
1072,7769,東証1部,リズム時計工業(株),2349,2.22,51,7600
1073,7779,マザーズ,ＣＹＢＥＲＤＹＮＥ(株),1930,2.22,42,852300
1074,8706,東証1部,極東証券(株),1706,2.22,37,116300
1075,9932,東証1部,杉本商事(株),1932,2.22,42,18500
1076,2492,東証1部,(株)インフォマート,787,2.21,17,300000
1077,5724,東証JQS,(株)アサカ理研,2586,2.21,56,33900
1078,7283,東証1部,愛三工業(株),1342,2.21,29,217600
1079,8349,東証1部,(株)東北銀行,1524,2.21,33,27300
1080,1959,東証1部,(株)九電工,5110,2.20,110,274700
1081,4107,東証2部,伊勢化学工業(株),696,2.20,15,25000
1082,9024,東証1部,(株)西武ホールディングス,2228,2.20,48,1090200
1083,9551,東証1部,メタウォーター(株),3060,2.20,66,177700
1084,6626,東証JQS,ＳＥＭＩＴＥＣ(株),9350,2.19,200,46900
1085,8411,東証1部,(株)みずほフィナンシャルグループ,209.8,2.19,4.5,202924700
1086,2778,東証JQS,パレモ・ホールディングス(株),610,2.18,13,154200
1087,3563,東証1部,(株)スシローグローバルホールディングス,4445,2.18,95,144200
1088,9022,東証1部,東海旅客鉄道(株),21100,2.18,450,376600
1089,3922,マザーズ,(株)ＰＲ　ＴＩＭＥＳ,3770,2.17,80,21600
1090,6013,東証1部,(株)タクマ,1510,2.17,32,358800
1091,6309,東証1部,巴工業(株),2068,2.17,44,9100
1092,6963,東証1部,ローム(株),12230,2.17,260,565300
1093,7611,東証1部,(株)ハイデイ日高,3530,2.17,75,103800
1094,7623,東証JQS,(株)サンオータス,377,2.17,8,1000
1095,8135,東証2部,ゼット(株),283,2.17,6,53200
1096,9010,東証1部,富士急行(株),3295,2.17,70,71100
1097,9948,東証1部,(株)アークス,2590,2.17,55,115400
1098,3087,東証1部,(株)ドトール・日レスホールディングス,2647,2.16,56,208100
1099,6590,東証1部,芝浦メカトロニクス(株),473,2.16,10,399000
1100,7776,東証JQG,(株)セルシード,521,2.16,11,65100
1101,8160,東証1部,(株)木曽路,2745,2.16,58,69500
1102,2714,東証JQS,プラマテルズ(株),1043,2.15,22,34300
1103,4714,東証1部,(株)リソー教育,856,2.15,18,399000
1104,4783,東証JQS,日本コンピュータ・ダイナミクス(株),1476,2.15,31,243800
1105,6804,東証1部,ホシデン(株),1850,2.15,39,2098900
1106,3111,東証2部,オーミケンシ(株),143,2.14,3,2594000
1107,4564,マザーズ,オンコセラピー・サイエンス(株),239,2.14,5,685100
1108,5969,東証2部,(株)ロブテックス,2860,2.14,60,200
1109,9031,東証1部,西日本鉄道(株),3105,2.14,65,119400
1110,3719,東証JQS,(株)ジェクシード,192,2.13,4,392100
1111,4041,東証1部,日本曹達(株),767,2.13,16,257000
1112,5857,東証1部,アサヒホールディングス(株),2209,2.13,46,347200
1113,6136,東証1部,ＯＳＧ,2824,2.13,59,329000
1114,9717,東証1部,(株)ジャステック,1340,2.13,28,29300
1115,4517,東証1部,ビオフェルミン製薬(株),2993,2.12,62,3400
1116,4523,東証1部,エーザイ(株),6363,2.12,132,690800
1117,9432,東証1部,日本電信電話(株),5301,2.12,110,3063300
1118,2397,東証2部,(株)ＤＮＡチップ研究所,1354,2.11,28,37600
1119,2515,東証ETF,(NEXT FUNDS)外国REIT･S&P先進国REIT(除く日本・H無),970,2.11,20,7030
1120,2587,東証1部,サントリー食品インターナショナル(株),5320,2.11,110,601500
1121,4406,東証1部,新日本理化(株),291,2.11,6,553200
1122,4508,東証1部,田辺三菱製薬(株),2278,2.11,47,1017800
1123,5758,東証JQS,ＦＣＭ(株),3870,2.11,80,700
1124,6080,東証1部,Ｍ＆Ａキャピタルパートナーズ(株),8710,2.11,180,243600
1125,6740,東証1部,(株)ジャパンディスプレイ,242,2.11,5,10386400
1126,7242,東証1部,ＫＹＢ(株),7250,2.11,150,148100
1127,7420,東証1部,佐鳥電機(株),1162,2.11,24,42800
1128,9232,東証1部,(株)パスコ,339,2.11,7,89000
1129,1975,東証1部,(株)朝日工業社,3410,2.10,70,4700
1130,2065,東証ETF,NEXT NOTES 日本株配当貴族（ドルH、NR）ETN,12630,2.10,260,100
1131,2897,東証1部,日清食品ホールディングス(株),8250,2.10,170,177800
1132,3964,東証1部,(株)オークネット,1557,2.10,32,17800
1133,8909,東証JQS,(株)シノケングループ,2680,2.10,55,234400
1134,2053,東証1部,中部飼料(株),2396,2.09,49,89200
1135,2410,東証1部,(株)キャリアデザインセンター,2398,2.09,49,15900
1136,6317,東証1部,(株)北川鉄工所,3175,2.09,65,18600
1137,8125,東証1部,(株)ワキタ,1377,2.08,28,117600
1138,8155,東証1部,三益半導体工業(株),2310,2.08,47,184700
1139,8184,東証1部,(株)島忠,3680,2.08,75,265000
1140,9678,東証1部,(株)カナモト,3435,2.08,70,198200
1141,2353,東証1部,日本駐車場開発(株),197,2.07,4,671900
1142,3857,東証JQS,(株)ラック,1774,2.07,36,117700
1143,4401,東証1部,(株)ＡＤＥＫＡ,1970,2.07,40,209000
1144,4955,東証1部,アグロ　カネショウ(株),2368,2.07,48,40800
1145,6584,東証1部,三桜工業(株),887,2.07,18,85000
1146,7438,東証1部,コンドーテック(株),1083,2.07,22,26500
1147,8267,東証1部,イオン(株),1896,2.07,38.5,2557800
1148,9716,東証1部,(株)乃村工藝社,2517,2.07,51,199000
1149,2475,東証1部,ＷＤＢホールディングス(株),3960,2.06,80,60400
1150,4732,東証1部,(株)ユー・エス・エス,2480,2.06,50,555000
1151,4849,東証JQS,エン・ジャパン(株),5940,2.06,120,162500
1152,5101,東証1部,横浜ゴム(株),2829,2.06,57,493000
1153,5610,東証2部,大和重工(株),198,2.06,4,108000
1154,5936,東証1部,東洋シヤッター(株),644,2.06,13,1800
1155,5991,東証1部,ニッパツ,1236,2.06,25,740600
1156,6250,東証1部,(株)やまびこ,1831,2.06,37,81100
1157,6445,東証1部,蛇の目ミシン工業(株),844,2.06,17,37900
1158,3469,東証JQS,(株)デュアルタップ,3725,2.05,75,24000
1159,4452,東証1部,花王(株),7718,2.05,155,1380300
1160,7309,東証1部,(株)シマノ,15920,2.05,320,206200
1161,7605,東証1部,(株)フジ・コーポレーション,2634,2.05,53,15700
1162,8098,東証1部,稲畑産業(株),1689,2.05,34,106000
1163,8919,東証1部,(株)カチタス,3235,2.05,65,611800
1164,1758,東証JQS,太洋基礎工業(株),1398,2.04,28,5000
1165,1881,東証1部,(株)ＮＩＰＰＯ,2552,2.04,51,238300
1166,4183,東証1部,三井化学(株),3495,2.04,70,1035300
1167,6070,東証1部,キャリアリンク(株),599,2.04,12,48300
1168,6192,マザーズ,ハイアス・アンド・カンパニー(株),2255,2.04,45,179900
1169,6448,東証1部,ブラザー工業(株),2848,2.04,57,1220200
1170,8060,東証1部,キヤノンマーケティングジャパン(株),3055,2.04,61,170000
1171,9076,東証1部,セイノーホールディングス(株),1848,2.04,37,606600
1172,1893,東証1部,五洋建設(株),856,2.03,17,1126700
1173,1961,東証1部,三機工業(株),1255,2.03,25,81100
1174,2207,東証1部,名糖産業(株),1610,2.03,32,17000
1175,3064,東証1部,(株)ＭｏｎｏｔａＲＯ,3515,2.03,70,930900
1176,3135,マザーズ,(株)マーケットエンタープライズ,854,2.03,17,10700
1177,3401,東証1部,帝人(株),2460,2.03,49,1176500
1178,3665,マザーズ,(株)エニグモ,1255,2.03,25,196800
1179,3916,東証1部,デジタル・インフォメーション・テクノロジー(株),3525,2.03,70,79300
1180,3963,東証1部,(株)シンクロ・フード,3270,2.03,65,47200
1181,6099,東証1部,(株)エラン,1607,2.03,32,60700
1182,6380,東証2部,オリエンタルチエン工業(株),151,2.03,3,67000
1183,9401,東証1部,ＴＢＳホールディングス,2668,2.03,53,406100
1184,9533,東証1部,東邦ガス(株),3260,2.03,65,360800
1185,9788,東証1部,(株)ナック,1055,2.03,21,91900
1186,2514,東証ETF,(NEXT FUNDS)外国株式･MSCI-KOKUSAI(H有),1062,2.02,21,10
1187,3967,マザーズ,(株)エルテス,2630,2.02,52,427800
1188,1833,東証1部,(株)奥村組,4810,2.01,95,112200
1189,4570,東証JQG,(株)免疫生物研究所,914,2.01,18,49400
1190,4619,東証1部,日本特殊塗料(株),2337,2.01,46,28800
1191,8276,東証1部,(株)平和堂,2433,2.01,48,214600
1192,1884,東証1部,日本道路(株),6130,2.00,120,25100
1193,1972,東証1部,三晃金属工業(株),4345,2.00,85,22700
1194,3079,東証1部,ディーブイエックス(株),1377,2.00,27,11600
1195,3776,東証JQS,(株)ブロードバンドタワー,204,2.00,4,367100
1196,4343,東証1部,(株)イオンファンタジー,5600,2.00,110,73700
1197,4544,東証1部,みらかホールディングス(株),5100,2.00,100,152400
1198,6184,東証1部,(株)鎌倉新書,2396,2.00,47,75700
1199,8566,東証1部,リコーリース(株),4085,2.00,80,48800
1200,9003,東証1部,相鉄ホールディングス(株),3065,2.00,60,144100
1201,9369,東証1部,(株)キユーソー流通システム,2860,2.00,56,19800
1202,1698,東証ETF,上場インデックスファンド日本高配当,1997,1.99,39,690
1203,2871,東証1部,(株)ニチレイ,2974,1.99,58,761400
1204,3387,東証1部,(株)クリエイト・レストランツ・ホールディングス,1232,1.99,24,254800
1205,4824,マザーズ,(株)メディアシーク,667,1.99,13,389200
1206,5609,東証2部,日本鋳造(株),1689,1.99,33,45800
1207,5930,東証1部,文化シヤッター(株),1027,1.99,20,83800
1208,5950,東証2部,日本パワーファスニング(株),256,1.99,5,45200
1209,6322,東証2部,(株)タクミナ,1842,1.99,36,4800
1210,6396,東証2部,(株)宇野澤組鐵工所,2928,1.99,57,400
1211,6663,東証JQS,太洋工業(株),770,1.99,15,24600
1212,8031,東証1部,三井物産(株),1952,1.99,38,6282800
1213,8088,東証1部,岩谷産業(株),3840,1.99,75,107100
1214,8601,東証1部,(株)大和証券グループ本社,797.8,1.99,15.6,9954000
1215,8793,東証1部,ＮＥＣキャピタルソリューション(株),2309,1.99,45,130800
1216,4188,東証1部,(株)三菱ケミカルホールディングス,1208,1.98,23.5,5111500
1217,4636,東証1部,(株)Ｔ＆Ｋ　ＴＯＫＡ,1494,1.98,29,14200
1218,4739,東証1部,伊藤忠テクノソリューションズ(株),4885,1.98,95,356200
1219,6996,東証1部,ニチコン(株),1493,1.98,29,138900
1220,9202,東証1部,ＡＮＡホールディングス(株),4528,1.98,88,1709900
1221,5803,東証1部,(株)フジクラ,1089,1.97,21,1427300
1222,6562,マザーズ,(株)ジーニー,2230,1.97,43,197000
1223,6823,東証1部,リオン(株),2954,1.97,57,106200
1224,7634,東証JQS,(株)星医療酸器,4390,1.97,85,500
1225,9068,東証1部,丸全昭和運輸(株),518,1.97,10,84000
1226,3201,東証1部,ニッケ,1197,1.96,23,107500
1227,3397,東証1部,(株)トリドールホールディングス,3905,1.96,75,196200
1228,3443,東証1部,川田テクノロジーズ(株),6230,1.96,120,21100
1229,3756,東証1部,(株)豆蔵ホールディングス,1351,1.96,26,104100
1230,3865,東証1部,北越紀州製紙(株),729,1.96,14,896000
1231,5486,東証1部,日立金属(株),1512,1.96,29,2391900
1232,5933,東証1部,アルインコ(株),1300,1.96,25,16400
1233,5946,東証1部,(株)長府製作所,2595,1.96,50,20500
1234,6237,東証2部,(株)イワキ,3895,1.96,75,6400
1235,8133,東証1部,伊藤忠エネクス(株),1040,1.96,20,419800
1236,8729,東証1部,ソニーフィナンシャルホールディングス(株),2033,1.96,39,1324200
1237,2264,東証1部,森永乳業(株),5240,1.95,100,214300
1238,6265,東証JQS,(株)妙徳,627,1.95,12,47000
1239,6929,東証1部,日本セラミック(株),3140,1.95,60,70900
1240,6954,東証1部,ファナック(株),30050,1.95,575,1028600
1241,7414,東証1部,小野建(株),1985,1.95,38,47800
1242,8699,東証JQS,澤田ホールディングス(株),1153,1.95,22,7400
1243,9613,東証1部,(株)ＮＴＴデータ,1308,1.95,25,3227800
1244,9928,東証1部,(株)ミロク情報サービス,3405,1.95,65,96500
