0,1d2a,20180202,1840,,,,
1245,9621,東証1部,(株)建設技術研究所,1262,0.16,2,27000
1246,1327,東証ETF,S&P GSCI商品指数エネルギー＆メタル,3385,0.15,5,27
1247,3110,東証1部,日東紡,3260,0.15,5,98500
1248,3231,東証1部,野村不動産ホールディングス(株),2652,0.15,4,840600
1249,4775,東証1部,総合メディカル(株),6640,0.15,10,35200
1250,6390,東証1部,(株)加藤製作所,3410,0.15,5,57100
1251,6543,東証JQS,(株)日宣,2060,0.15,3,200
1252,8022,東証1部,ミズノ(株),3290,0.15,5,41700
1253,8551,東証1部,(株)北日本銀行,3280,0.15,5,13500
1254,8772,東証1部,(株)アサックス,1976,0.15,3,2900
1255,9045,東証1部,京阪ホールディングス(株),3445,0.15,5,147600
1256,9101,東証1部,日本郵船(株),2710,0.15,4,1693500
1257,9636,東証2部,(株)きんえい,3290,0.15,5,700
1258,1457,東証ETF,ダイワ 上場投信-TOPIXインバース（-1倍）,7110,0.14,10,506
1259,1617,東証ETF,(NEXT FUNDS)食品上場投信,34550,0.14,50,2
1260,1835,東証1部,東鉄工業(株),3635,0.14,5,66500
1261,2163,東証2部,(株)アルトナー,2215,0.14,3,16600
1262,2217,東証1部,モロゾフ(株),7310,0.14,10,5200
1263,3059,東証2部,ヒラキ(株),1409,0.14,2,3600
1264,3420,東証2部,(株)ケー・エフ・シー,2148,0.14,3,800
1265,3908,マザーズ,(株)コラボス,3695,0.14,5,10600
1266,3931,マザーズ,(株)バリューゴルフ,3600,0.14,5,2300
1267,5958,東証1部,三洋工業(株),2204,0.14,3,4100
1268,6256,東証JQS,(株)ニューフレアテクノロジー,7020,0.14,10,15600
1269,6902,東証1部,(株)デンソー,6923,0.14,10,3366400
1270,7246,東証1部,プレス工業(株),701,0.14,1,444700
1271,7902,東証JQS,(株)ソノコム,1407,0.14,2,9900
1272,8715,東証1部,アニコム　ホールディングス(株),3545,0.14,5,72000
1273,8953,東証,日本リテールファンド投資法人,215700,0.14,300,5532
1274,9846,東証2部,(株)天満屋ストア,1387,0.14,2,2500
1275,2651,東証1部,(株)ローソン,7450,0.13,10,494800
1276,2686,東証1部,(株)ジーフット,797,0.13,1,19600
1277,2719,東証2部,(株)キタムラ,801,0.13,1,4900
1278,3577,東証1部,東海染工(株),1505,0.13,2,9200
1279,3646,マザーズ,(株)駅探,794,0.13,1,4100
1280,4507,東証1部,塩野義製薬(株),6236,0.13,8,1789700
1281,5997,東証JQS,協立エアテック(株),775,0.13,1,1900
1282,6143,東証1部,(株)ソディック,1544,0.13,2,611500
1283,7994,東証1部,(株)岡村製作所,1577,0.13,2,292900
1284,8342,東証1部,(株)青森銀行,3720,0.13,5,56600
1285,8793,東証1部,ＮＥＣキャピタルソリューション(株),2312,0.13,3,58300
1286,9887,東証1部,(株)松屋フーズ,3990,0.13,5,44500
1287,1301,東証1部,(株)極洋,4175,0.12,5,20700
1288,1470,東証ETF,(NEXT FUNDS)JPX日経400レバレッジ,25870,0.12,30,1317
1289,2207,東証1部,名糖産業(株),1612,0.12,2,11100
1290,2211,東証1部,(株)不二家,2600,0.12,3,27200
1291,2268,東証JQS,Ｂ−Ｒ　サーティワン　アイスクリーム(株),4060,0.12,5,500
1292,3275,東証JQS,ハウスコム(株),4125,0.12,5,3100
1293,3458,東証1部,(株)シーアールイー,1663,0.12,2,24800
1294,4750,東証2部,(株)ダイサン,846,0.12,1,2400
1295,4752,東証JQS,(株)昭和システムエンジニアリング,847,0.12,1,11200
1296,6484,東証JQS,(株)ＫＶＫ,1730,0.12,2,1600
1297,7512,東証1部,イオン北海道(株),848,0.12,1,57900
1298,1471,東証ETF,(NEXT FUNDS)JPX日経400インバース,4650,0.11,5,3
1299,2777,東証JQS,(株)カッシーナ・イクスシー,947,0.11,1,2500
1300,2917,東証JQS,(株)大森屋,911,0.11,1,2000
1301,3063,マザーズ,(株)ジェイグループホールディングス,933,0.11,1,9500
1302,3540,東証JQS,(株)歯愛メディカル,8710,0.11,10,62100
1303,3723,マザーズ,日本ファルコム(株),948,0.11,1,10100
1304,3954,東証JQS,昭和パックス(株),1780,0.11,2,200
1305,5951,東証1部,ダイニチ工業(株),882,0.11,1,45800
1306,6080,東証1部,Ｍ＆Ａキャピタルパートナーズ(株),8720,0.11,10,118500
1307,6405,東証JQS,鈴茂器工(株),2660,0.11,3,6900
1308,7203,東証1部,トヨタ自動車(株),7626,0.11,8,6804100
1309,7955,東証1部,クリナップ(株),890,0.11,1,14300
1310,9005,東証1部,東京急行電鉄(株),1850,0.11,2,956300
1311,9042,東証1部,阪急阪神ホールディングス(株),4445,0.11,5,278600
1312,9663,東証1部,(株)ナガワ,4760,0.11,5,5300
1313,1865,東証1部,青木あすなろ建設(株),1009,0.10,1,14900
1314,2179,東証JQS,(株)成学社,1046,0.10,1,1500
1315,2512,東証ETF,(NEXT FUNDS)外国債券・シティ世界国債(除く日本・H有),987,0.10,1,2210
1316,2762,東証2部,(株)三光マーケティングフーズ,1000,0.10,1,4500
1317,2927,東証JQS,(株)ＡＦＣ−ＨＤアムスライフサイエンス,972,0.10,1,10200
1318,3226,東証,日本アコモデーションファンド投資法人,492500,0.10,500,728
1319,3473,東証,さくら総合リート投資法人,100600,0.10,100,1447
1320,4095,東証1部,日本パーカライジング(株),1948,0.10,2,118600
1321,5741,東証1部,(株)ＵＡＣＪ,2930,0.10,3,687400
1322,6083,東証1部,ＥＲＩホールディングス(株),1001,0.10,1,10000
1323,7962,東証1部,(株)キングジム,1018,0.10,1,68800
1324,8802,東証1部,三菱地所(株),2088,0.10,2,3982300
1325,8966,東証,平和不動産リート投資法人,101000,0.10,100,2191
1326,9284,東証,カナディアン・ソーラー・インフラ投資法人,101000,0.10,100,577
1327,9671,東証1部,(株)よみうりランド,4935,0.10,5,3000
1328,1495,東証ETF,上場インデックスファンドアジアリート,11360,0.09,10,270
1329,1971,東証2部,中央ビルト工業(株),1121,0.09,1,3700
1330,2035,東証ETF,NEXT NOTES 日経平均VI先物指数 ETN,2269,0.09,2,3960
1331,3134,東証1部,Ｈａｍｅｅ(株),2116,0.09,2,121500
1332,3673,東証1部,(株)ブロードリーフ,1155,0.09,1,280200
1333,4763,東証1部,(株)クリーク・アンド・リバー社,1091,0.09,1,180900
1334,5191,東証1部,住友理工(株),1160,0.09,1,114900
1335,6741,東証1部,日本信号(株),1163,0.09,1,154300
1336,7578,東証JQS,(株)ニチリョク,2230,0.09,2,1000
1337,8956,東証,プレミア投資法人,115600,0.09,100,2176
1338,1622,東証ETF,(NEXT FUNDS)自動車･輸送機上場投信,24620,0.08,20,20
1339,2291,東証2部,福留ハム(株),2502,0.08,2,1300
1340,3529,東証1部,アツギ(株),1269,0.08,1,47000
1341,3924,東証2部,(株)ランドコンピュータ,1245,0.08,1,1900
1342,3969,マザーズ,(株)エイトレッド,1209,0.08,1,13600
1343,6158,東証JQS,(株)和井田製作所,1307,0.08,1,120700
1344,6254,東証JQS,野村マイクロ・サイエンス(株),1210,0.08,1,38000
1345,7591,東証1部,(株)エクセル,2523,0.08,2,25100
1346,7637,東証1部,白銅(株),2667,0.08,2,23900
1347,8904,東証1部,(株)サンヨーハウジング名古屋,1266,0.08,1,13100
1348,9007,東証1部,小田急電鉄(株),2428,0.08,2,562400
1349,2169,東証1部,ＣＤＳ(株),1375,0.07,1,14300
1350,2683,東証2部,(株)魚喜,1476,0.07,1,2800
1351,2730,東証1部,(株)エディオン,1408,0.07,1,424400
1352,3178,東証1部,チムニー(株),2926,0.07,2,8400
1353,3683,東証1部,(株)サイバーリンクス,1363,0.07,1,6800
1354,4538,東証1部,扶桑薬品工業(株),2878,0.07,2,4200
1355,4812,東証1部,ＩＳＩＤ,2770,0.07,2,52900
1356,4980,東証1部,デクセリアルズ(株),1535,0.07,1,486100
1357,5011,東証1部,ニチレキ(株),1344,0.07,1,60700
1358,6249,東証JQS,(株)ゲームカード・ジョイコホールディングス,1522,0.07,1,5900
1359,8008,東証1部,４℃ホールディングス,2854,0.07,2,66400
1360,8167,東証2部,(株)リテールパートナーズ,1413,0.07,1,9100
1361,2153,東証2部,Ｅ・Ｊホールディングス(株),1647,0.06,1,3300
1362,4062,東証1部,イビデン(株),1694,0.06,1,950100
1363,5237,東証2部,(株)ノザワ,1646,0.06,1,32300
1364,5660,東証2部,神鋼鋼線工業(株),1676,0.06,1,19300
1365,8072,東証JQS,日本出版貿易(株),1681,0.06,1,200
1366,8529,東証1部,(株)第三銀行,1804,0.06,1,18400
1367,8960,東証,ユナイテッド・アーバン投資法人,173100,0.06,100,6160
1368,9782,東証JQS,(株)ディーエムエス,1591,0.06,1,4600
1369,9996,東証JQS,(株)サトー商会,1570,0.06,1,1700
1370,4633,東証1部,サカタインクス(株),1873,0.05,1,108600
1371,6044,東証1部,(株)三機サービス,2005,0.05,1,23700
1372,6362,東証1部,(株)石井鐵工所,2054,0.05,1,9400
1373,6630,東証1部,ヤーマン(株),1870,0.05,1,478200
1374,6834,東証JQS,(株)精工技研,1891,0.05,1,4400
1375,7554,東証1部,(株)幸楽苑ホールディングス,1853,0.05,1,53200
1376,8011,東証1部,(株)三陽商会,2184,0.05,1,15200
1377,8014,東証1部,蝶理(株),1997,0.05,1,10300
1378,1680,東証ETF,上場インデックスファンド海外先進国株式,2467,0.04,1,6790
1379,2168,東証1部,(株)パソナグループ,2391,0.04,1,222700
1380,3408,東証1部,サカイオーベックス(株),2645,0.04,1,13500
1381,4641,東証1部,(株)アルプス技研,2276,0.04,1,49400
1382,6084,マザーズ,(株)オウチーノ,2669,0.04,1,4100
1383,7279,東証2部,(株)ハイレックスコーポレーション,2803,0.04,1,16900
1384,7508,東証1部,(株)Ｇ−７ホールディングス,2706,0.04,1,31500
1385,9467,マザーズ,(株)アルファポリス,2473,0.04,1,14500
1386,9679,東証JQS,ホウライ(株),2556,0.04,1,400
1387,2228,東証JQS,(株)シベール,2905,0.03,1,700
1388,4547,東証1部,キッセイ薬品工業(株),2986,0.03,1,100200
1389,7447,東証1部,ナガイレーベン(株),2895,0.03,1,26000
1390,8725,東証1部,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),3755,0.03,1,1317100
