区分,学生番号,枝番,日付,時刻,端末番号
01,222C2092,1,20231002,125052,028
01,222C2064,1,20231002,125112,028
01,222C2086,1,20231002,125345,028
01,222C2013,1,20231002,131517,028
01,222C2107,1,20231002,123401,028
01,222C2110,1,20231002,124621,028
01,222C2071,1,20231002,124704,028
01,212C2081,1,20231002,124802,028
01,222C2024,1,20231002,124909,028
01,222C2088,1,20231002,124559,028
01,222C2011,1,20231002,124636,028
01,222C2010,1,20231002,124730,028
01,222C2109,1,20231002,124923,028
01,212C2039,1,20231002,125605,028
01,222C2102,1,20231002,124508,028
01,212C2018,1,20231002,124510,028
01,222C2019,1,20231002,124812,028
01,222C2004,1,20231002,124930,028
01,222C2095,1,20231002,125209,028
01,222C2032,1,20231002,125239,028
01,212C3036,1,20231002,143303,028
01,212C3015,1,20231002,143317,028
01,212C3003,1,20231002,143324,028
01,212C3062,1,20231002,143337,028
01,212C3109,1,20231002,143923,028
01,212C3030,1,20231002,143149,028
01,212C3001,1,20231002,143320,028
01,212C3074,1,20231002,143330,028
01,212C3019,1,20231002,143350,028
01,212C3018,1,20231002,143358,028
01,212C3082,1,20231002,143429,028
01,212C3064,1,20231002,143436,028
01,212C3072,1,20231002,143438,028
01,212C3004,1,20231002,143745,028
01,212C3021,1,20231002,144004,028
01,212C3050,1,20231002,143138,028
01,212C3006,1,20231002,143240,028
01,212C2003,1,20231002,143307,028
01,212C3054,1,20231002,143312,028
01,212C3103,3,20231002,143323,028
01,212C3063,1,20231002,143332,028
01,212C3039,1,20231002,143347,028
01,212C3024,1,20231002,143356,028
01,202C3080,1,20231002,143402,028
01,23224201,1,20231002,143553,028
01,212C3102,1,20231002,143648,028
01,212C3123,1,20231002,144029,028
01,212C3038,1,20231002,143157,028
01,212C3105,1,20231002,143258,028
01,212C3065,1,20231002,143302,028
01,212C3046,1,20231002,143311,028
01,212C3118,1,20231002,143327,028
01,212C3111,1,20231002,143343,028
01,212C3053,1,20231002,143345,028
01,212C3040,1,20231002,143353,028
01,212C3081,1,20231002,143410,028
01,202C2022,2,20231002,143518,028
01,202C3057,1,20231002,143522,028
01,212C3115,1,20231002,143750,028
01,212C3031,1,20231002,143314,028
01,212C3108,1,20231002,143339,028
01,212C3014,1,20231002,143850,028
01,212C3056,1,20231003,102125,028
01,182C3034,3,20231003,102127,028
01,23225204,1,20231003,102414,028
01,182C2046,2,20231003,102601,028
01,212C3066,1,20231003,102606,028
01,212C3041,1,20231003,102010,028
01,212C3008,1,20231003,102013,028
01,212C3125,1,20231003,102031,028
01,212C3114,1,20231003,102041,028
01,212C3017,1,20231003,102100,028
01,212C3049,1,20231003,102114,028
01,212C3034,1,20231003,102118,028
01,212C3067,1,20231003,102144,028
01,23225203,1,20231003,102148,028
01,212C3084,1,20231003,102341,028
01,212C3029,1,20231003,102447,028
01,23225206,1,20231003,102508,028
01,212C3042,2,20231003,102538,028
01,23225202,1,20231003,102657,028
01,212C3044,1,20231003,102810,028
01,212C3099,2,20231003,102836,028
01,212C3078,1,20231003,103020,028
01,23225201,1,20231003,101928,028
01,212C3023,1,20231003,102034,028
01,212C3106,1,20231003,102058,028
01,212C3027,1,20231003,102109,028
01,212C3124,1,20231003,102120,028
01,212C3022,1,20231003,102129,028
01,212C3007,1,20231003,102132,028
01,212C3113,1,20231003,102138,028
01,212C3112,1,20231003,102218,028
01,212C3020,1,20231003,102337,028
01,212C3048,1,20231003,102346,028
01,212C3095,1,20231003,102410,028
01,212C3088,1,20231003,102647,028
01,212C3076,1,20231003,102714,028
01,212C3116,1,20231003,102814,028
01,212C3052,1,20231003,103517,028
01,212C3013,1,20231003,102001,028
01,212C3107,1,20231003,102044,028
01,212C3010,1,20231003,102054,028
01,212C3117,1,20231003,102152,028
01,23225201,1,20231003,102303,028
01,212C3055,1,20231003,102316,028
01,212C3126,1,20231003,102418,028
01,212C3119,1,20231003,102450,028
01,212C3025,1,20231003,102452,028
01,212C3093,1,20231003,102455,028
01,212C3069,1,20231003,102458,028
01,212C3045,1,20231003,102639,028
01,212C3098,1,20231003,102807,028
01,212C2071,1,20231003,101908,028
01,212C3097,1,20231003,102047,028
01,212C3061,1,20231003,102050,028
01,212C3005,1,20231003,102052,028
01,212C3096,1,20231003,102134,028
01,212C3032,1,20231003,102322,028
01,212C3012,1,20231003,102333,028
01,212C3100,1,20231003,102634,028
01,212C2038,2,20231003,102649,028
01,212C3085,1,20231003,102703,028
01,212C3077,1,20231003,103017,028
01,212C3075,2,20231003,103345,028
01,212C3101,2,20231003,104316,028
01,23225205,1,20231003,102158,028
01,212C3083,1,20231003,102545,028
01,212C3090,1,20231003,102701,028
02,236E0007,1,20231003,124919,028
02,236E0014,1,20231003,125151,028
01,22221201,1,20231003,125102,028
02,226E0022,1,20231003,125344,028
01,202C1067,1,20231003,125422,028
02,236E0051,1,20231003,124916,028
02,236E0062,1,20231003,125407,028
01,202C2020,2,20231003,125714,028
02,236E0013,1,20231003,124913,028
02,236E0028,1,20231003,125239,028
02,236E0009,1,20231003,125409,028
01,202C1046,1,20231003,125513,028
01,202C1088,1,20231003,125703,028
01,202C1174,1,20231003,125059,028
01,22221207,1,20231003,125207,028
01,202C2112,1,20231003,125353,028
02,236E0043,1,20231003,130015,028
01,222C2033,1,20231004,100839,028
01,222C2098,1,20231004,102015,028
01,222C2078,1,20231004,102124,028
01,222C2017,1,20231004,102131,028
01,222C2070,1,20231004,103423,028
01,222C2010,1,20231004,101716,028
01,222C2034,1,20231004,102053,028
01,222C2069,1,20231004,102102,028
01,222C2042,1,20231004,102113,028
01,222C2081,1,20231004,102118,028
01,222C2013,1,20231004,102139,028
01,222C2058,1,20231004,102145,028
01,222C2002,1,20231004,102608,028
01,222C2029,1,20231004,102623,028
01,222C2024,1,20231004,102745,028
01,222C2052,1,20231004,103647,028
01,222C2005,1,20231004,102037,028
01,222C2031,1,20231004,102059,028
01,222C2051,1,20231004,102126,028
01,222C2057,1,20231004,102142,028
01,222C2079,1,20231004,102150,028
01,222C2107,1,20231004,102222,028
01,222C2102,1,20231004,102230,028
01,222C2064,1,20231004,102234,028
01,222C2023,1,20231004,102238,028
01,222C2088,1,20231004,102557,028
01,222C2032,1,20231004,102719,028
01,222C2059,1,20231004,102943,028
01,222C2046,1,20231004,102004,028
01,222C2109,1,20231004,102134,028
01,222C2093,1,20231004,102154,028
01,222C2080,1,20231004,102619,028
01,222C2053,1,20231004,102629,028
01,222C2074,1,20231004,102952,028
01,222C2015,2,20231004,103426,028
01,222C2087,1,20231004,103611,028
01,222C2096,1,20231004,103711,028
01,222C2111,1,20231004,102055,028
01,222C2073,1,20231004,102107,028
01,222C2033,1,20231004,102110,028
01,222C2068,1,20231004,102119,028
01,222C2084,1,20231004,102136,028
01,222C2104,1,20231004,102147,028
01,222C2008,1,20231004,102257,028
01,222C2016,1,20231004,102408,028
01,222C2105,1,20231004,102600,028
01,222C2044,1,20231004,102710,028
01,222C2092,1,20231004,102810,028
01,222C2047,1,20231004,102931,028
01,212C2081,1,20231004,103259,028
01,222C2049,1,20231004,103302,028
01,222C2021,1,20231004,103313,028
01,222C2043,1,20231004,103738,028
01,222C2101,1,20231004,102044,028
01,222C2007,1,20231004,102057,028
01,222C2086,1,20231004,102105,028
01,222C2085,1,20231004,102116,028
01,222C2038,1,20231004,102121,028
01,222C2012,1,20231004,102129,028
01,222C2064,1,20231004,102209,028
01,222C2054,1,20231004,102922,028
01,222C2110,1,20231004,103417,028
01,222C2019,1,20231004,102041,028
01,222C2028,1,20231004,102212,028
01,222C2056,1,20231004,102216,028
01,222C2039,1,20231004,102412,028
01,222C2071,1,20231004,102454,028
01,222C2009,2,20231004,102614,028
01,222C2090,1,20231004,102659,028
01,222C2097,1,20231004,103224,028
01,222C2004,1,20231004,103619,028
01,222C2091,1,20231004,103919,028
01,222C2011,1,20231004,102034,028
01,222C2001,1,20231004,102514,028
01,212C2098,1,20231004,102831,028
01,222C2006,1,20231004,103902,028
01,232C1099,1,20231004,124441,028
01,212C1065,1,20231004,125036,028
01,232C1043,1,20231004,125056,028
01,232C1139,1,20231004,125135,028
01,232C1155,1,20231004,125308,028
01,232C1149,1,20231004,125319,028
01,232C1037,1,20231004,125325,028
01,232C1055,1,20231004,125340,028
01,232C1107,1,20231004,124136,028
01,232C1169,1,20231004,124149,028
01,232C1153,1,20231004,124724,028
01,232C1011,1,20231004,124837,028
01,232C1061,1,20231004,124903,028
01,232C1137,1,20231004,125033,028
01,232C1063,1,20231004,125048,028
01,232C1025,1,20231004,125245,028
01,232C1101,2,20231004,125330,028
01,232C1103,1,20231004,125621,028
01,232C1071,1,20231004,125758,028
01,232C1159,1,20231004,125854,028
01,232C1065,1,20231004,130428,028
01,232C1121,1,20231004,130539,028
01,212C1109,1,20231004,124717,028
01,232C1075,1,20231004,124849,028
01,232C1069,1,20231004,124901,028
01,232C1021,1,20231004,125045,028
01,232C1083,1,20231004,125053,028
01,232C1015,1,20231004,125109,028
01,232C1027,1,20231004,125120,028
01,232C1111,1,20231004,125123,028
01,232C1005,1,20231004,125140,028
01,232C1065,1,20231004,125208,028
01,232C1143,1,20231004,125258,028
01,232C1017,1,20231004,125304,028
01,232C1007,1,20231004,125311,028
01,232C1109,1,20231004,125328,028
01,232C1001,1,20231004,125333,028
01,232C1039,1,20231004,125424,028
01,232C1073,1,20231004,125528,028
01,232C1085,1,20231004,130528,028
01,232C1019,1,20231004,124142,028
01,232C1167,1,20231004,124932,028
01,232C1053,1,20231004,125026,028
01,232C1147,1,20231004,125029,028
01,232C1013,1,20231004,125107,028
01,212C1064,1,20231004,125114,028
01,232C1113,1,20231004,125118,028
01,232C1175,1,20231004,125132,028
01,232C1059,1,20231004,125156,028
01,232C1119,1,20231004,125525,028
01,232C1033,1,20231004,125530,028
01,232C1097,1,20231004,125650,028
01,232C1177,1,20231004,125716,028
01,232C1003,1,20231004,130534,028
01,232C1171,1,20231004,124444,028
01,232C1009,1,20231004,124847,028
01,232C1057,1,20231004,125058,028
01,232C1145,1,20231004,125104,028
01,232C1157,1,20231004,125126,028
01,232C1077,1,20231004,130502,028
01,232C1029,1,20231004,130521,028
01,212C3112,1,20231005,102455,028
01,212C3005,1,20231005,102725,028
01,212C3042,2,20231005,102231,028
01,212C3010,1,20231005,102306,028
01,212C3058,1,20231005,102346,028
01,212C3012,1,20231005,102356,028
01,212C3032,1,20231005,102450,028
01,212C3126,1,20231005,102518,028
01,212C3100,1,20231005,102525,028
01,212C2010,1,20231005,102615,028
01,212C3061,1,20231005,102631,028
01,212C3088,1,20231005,102658,028
01,212C3116,1,20231005,102752,028
01,212C3124,1,20231005,102804,028
01,212C3034,1,20231005,102815,028
01,212C3029,1,20231005,102818,028
01,212C3119,1,20231005,102901,028
01,182C2046,2,20231005,102944,028
01,212C3067,1,20231005,102957,028
01,212C3076,1,20231005,103119,028
01,212C3052,1,20231005,103429,028
01,212C3095,1,20231005,102217,028
01,212C3010,1,20231005,102301,028
01,23225203,1,20231005,102323,028
01,212C3096,1,20231005,102336,028
01,212C3077,1,20231005,102539,028
01,212C2038,2,20231005,102546,028
01,212C3020,1,20231005,102550,028
01,212C3025,1,20231005,102554,028
01,212C3007,1,20231005,102613,028
01,23225205,1,20231005,102655,028
01,212C3048,1,20231005,102755,028
01,212C3041,1,20231005,102810,028
01,212C3017,1,20231005,102932,028
01,212C3078,1,20231005,103047,028
01,212C3090,1,20231005,103109,028
01,212C3069,1,20231005,102030,028
01,212C3114,1,20231005,102049,028
01,212C3022,1,20231005,102105,028
01,23225206,1,20231005,102143,028
01,212C3013,1,20231005,102153,028
01,212C3023,1,20231005,102203,028
01,212C3107,1,20231005,102352,028
01,212C3117,1,20231005,102438,028
01,212C3045,1,20231005,102644,028
01,212C3084,1,20231005,102712,028
01,212C3027,1,20231005,102813,028
01,212C3083,1,20231005,102935,028
01,212C3101,2,20231005,103447,028
01,212C3093,1,20231005,102140,028
01,212C3044,1,20231005,102149,028
01,212C3056,1,20231005,102223,028
01,212C3049,1,20231005,102238,028
01,212C3008,1,20231005,102255,028
01,212C3097,1,20231005,102350,028
01,212C3066,1,20231005,102447,028
01,212C3125,1,20231005,102506,028
01,212C3106,1,20231005,102930,028
01,23225201,1,20231005,102939,028
01,212C3055,1,20231005,103558,028
01,23225204,1,20231005,102151,028
01,212C3113,1,20231005,102320,028
01,23225202,1,20231005,102747,028
01,212C3075,2,20231005,103319,028
01,212C3098,1,20231005,110948,028
01,202C2020,2,20231005,161139,028
01,202C2112,1,20231005,161208,028
02,236E0009,1,20231005,161523,028
02,236E0007,1,20231005,161536,028
02,236E0043,1,20231005,161541,028
02,236E0051,1,20231005,161543,028
02,236E0013,1,20231005,161553,028
02,236E0028,1,20231005,161717,028
02,226E0022,1,20231005,161934,028
01,212C3049,1,20231010,102127,028
01,212C3044,1,20231010,102837,028
01,212C3100,1,20231010,102839,028
01,212C3013,1,20231010,102122,028
01,212C3007,1,20231010,102223,028
01,212C3058,1,20231010,102304,028
01,212C3084,1,20231010,102306,028
01,23225206,1,20231010,102313,028
01,212C3025,1,20231010,102355,028
01,212C3034,1,20231010,102420,028
01,212C3008,1,20231010,102500,028
01,212C2054,1,20231010,102601,028
01,212C3067,1,20231010,102618,028
01,212C3077,1,20231010,102622,028
01,212C3106,1,20231010,102633,028
01,212C3119,1,20231010,102835,028
01,212C3088,1,20231010,102843,028
01,212C3098,1,20231010,102939,028
01,212C3124,1,20231010,103218,028
01,212C3078,1,20231010,103447,028
01,212C3052,1,20231010,103519,028
01,212C3041,1,20231010,103805,028
01,212C2010,1,20231010,103834,028
01,212C3099,2,20231010,103943,028
01,212C3069,1,20231010,102031,028
01,212C3010,1,20231010,102048,028
01,212C3116,1,20231010,102050,028
01,212C3045,1,20231010,102114,028
01,212C3095,1,20231010,102151,028
01,23225202,1,20231010,102220,028
01,212C3113,1,20231010,102227,028
01,212C3023,1,20231010,102322,028
01,212C3117,1,20231010,102328,028
01,212C3125,1,20231010,102350,028
01,23225201,1,20231010,102430,028
01,212C3056,1,20231010,102456,028
01,212C3085,1,20231010,102541,028
01,212C3090,1,20231010,102547,028
01,212C3017,1,20231010,102620,028
01,212C2038,2,20231010,102657,028
01,212C3048,1,20231010,102715,028
01,212C3027,1,20231010,102753,028
01,212C3012,1,20231010,102756,028
01,212C3005,1,20231010,102806,028
01,23225205,1,20231010,102956,028
01,212C3042,2,20231010,103020,028
01,212C3066,1,20231010,103255,028
01,212C3075,2,20231010,103644,028
01,212C3055,1,20231010,103815,028
01,212C3022,1,20231010,102040,028
01,212C3114,1,20231010,102042,028
01,212C3010,1,20231010,102052,028
01,212C3097,1,20231010,102116,028
01,212C3049,1,20231010,102125,028
01,212C3112,1,20231010,102146,028
01,23225204,1,20231010,102216,028
01,23225203,1,20231010,102231,028
01,212C3061,1,20231010,102234,028
01,212C3042,2,20231010,102332,028
01,212C3124,1,20231010,102508,028
01,212C3096,1,20231010,102518,028
01,212C3126,1,20231010,102554,028
01,212C3020,1,20231010,102651,028
01,212C3093,1,20231010,102722,028
01,212C3107,1,20231010,102759,028
01,212C3029,1,20231010,102812,028
01,212C3083,1,20231010,102821,028
01,212C3032,1,20231010,102848,028
01,212C3076,1,20231010,103037,028
01,212C3101,2,20231010,104234,028
02,236E0014,1,20231010,125119,028
02,236E0051,1,20231010,125301,028
02,236E0009,1,20231010,125449,028
02,236E0028,1,20231010,125759,028
02,236E0007,1,20231010,125907,028
02,236E0502,1,20231010,125123,028
02,236E0062,1,20231010,125259,028
02,236E0013,1,20231010,125857,028
02,236E0007,1,20231010,125904,028
02,236E0043,1,20231010,125846,028
02,226E0022,1,20231010,125148,028
01,222C2078,1,20231011,102033,028
01,222C2069,1,20231011,102002,028
01,222C2017,1,20231011,102016,028
01,222C2010,1,20231011,102031,028
01,222C2093,1,20231011,102038,028
01,222C2039,1,20231011,102122,028
01,222C2007,1,20231011,102131,028
01,202C2013,2,20231011,102134,028
01,222C2109,1,20231011,102220,028
01,222C2064,1,20231011,102237,028
01,222C2056,1,20231011,102248,028
01,222C2019,1,20231011,102319,028
01,222C2004,1,20231011,102748,028
01,222C2110,1,20231011,102836,028
01,222C2086,1,20231011,102839,028
01,222C2036,1,20231011,102843,028
01,222C2027,2,20231011,102948,028
01,222C2063,1,20231011,103207,028
01,222C2052,1,20231011,102014,028
01,222C2105,1,20231011,102023,028
01,222C2101,1,20231011,102041,028
01,212C2018,1,20231011,102048,028
01,222C2079,1,20231011,102052,028
01,222C2104,1,20231011,102101,028
01,222C2081,1,20231011,102115,028
01,222C2038,1,20231011,102128,028
01,222C2068,1,20231011,102142,028
01,222C2075,1,20231011,102241,028
01,222C2064,1,20231011,102251,028
01,222C2008,1,20231011,102325,028
01,222C2024,1,20231011,102447,028
01,222C2012,1,20231011,102523,028
01,222C2051,1,20231011,102609,028
01,222C2009,2,20231011,102636,028
01,222C2013,1,20231011,102716,028
01,222C2098,1,20231011,102738,028
01,222C2054,1,20231011,102821,028
01,222C2032,1,20231011,103212,028
01,222C2021,1,20231011,103250,028
01,222C2023,1,20231011,102018,028
01,222C2066,1,20231011,102027,028
01,222C2080,1,20231011,102226,028
01,222C2042,1,20231011,102330,028
01,222C2001,1,20231011,102413,028
01,222C2050,1,20231011,102417,028
01,222C2059,1,20231011,102725,028
01,222C2074,1,20231011,103151,028
01,222C2085,1,20231011,103156,028
01,222C2047,1,20231011,103315,028
01,222C2015,2,20231011,103326,028
01,222C2006,1,20231011,103348,028
01,222C2026,1,20231011,103924,028
01,222C2087,1,20231011,102011,028
01,222C2046,1,20231011,102157,028
01,222C2053,1,20231011,102817,028
01,222C2044,1,20231011,102932,028
01,21223005,2,20231011,102946,028
01,222C2107,1,20231011,103125,028
01,222C2029,1,20231011,103147,028
01,222C2102,1,20231011,103332,028
01,222C2096,1,20231011,103415,028
01,222C2031,1,20231011,102021,028
01,222C2111,1,20231011,102056,028
01,222C2034,1,20231011,102058,028
01,222C2005,1,20231011,102103,028
01,222C2011,1,20231011,102105,028
01,222C2071,1,20231011,102355,028
01,222C2043,1,20231011,102411,028
01,222C2058,1,20231011,102429,028
01,222C2090,1,20231011,102806,028
01,212C2098,1,20231011,102829,028
01,222C2063,1,20231011,103000,028
01,222C2025,1,20231011,103114,028
01,222C2028,1,20231011,103330,028
01,222C2097,1,20231011,103556,028
01,232C1183,1,20231011,125255,028
01,232C1013,1,20231011,124332,028
01,232C1091,1,20231011,124719,028
01,232C1169,1,20231011,124744,028
01,232C1039,1,20231011,124906,028
01,232C1121,1,20231011,125025,028
01,232C1115,1,20231011,125117,028
01,232C1175,1,20231011,125142,028
01,232C1025,1,20231011,125231,028
01,232C1079,2,20231011,125237,028
01,232C1067,1,20231011,125312,028
01,232C1127,1,20231011,125357,028
01,232C1023,1,20231011,125425,028
01,222C1105,1,20231011,125545,028
01,232C1069,1,20231011,124501,028
01,232C1101,2,20231011,124716,028
01,232C1035,1,20231011,124935,028
01,232C1003,1,20231011,125016,028
01,232C1085,1,20231011,125028,028
01,232C1173,1,20231011,125124,028
01,232C1039,1,20231011,125138,028
01,232C1083,1,20231011,125156,028
01,232C1091,1,20231011,125158,028
01,232C1027,1,20231011,125221,028
01,232C1155,1,20231011,125239,028
01,232C1167,1,20231011,125242,028
01,232C1047,1,20231011,125244,028
01,232C1133,1,20231011,125248,028
01,232C1061,1,20231011,124445,028
01,212C1109,1,20231011,124538,028
01,232C1091,1,20231011,124722,028
01,232C1171,1,20231011,124931,028
01,232C1005,1,20231011,125115,028
01,232C1021,1,20231011,125150,028
01,232C1063,1,20231011,125153,028
01,232C1137,1,20231011,125202,028
01,232C1041,1,20231011,125257,028
01,232C1105,1,20231011,125355,028
01,232C1159,1,20231011,125813,028
01,232C1159,1,20231011,125816,028
01,232C1109,1,20231011,124711,028
01,232C1107,1,20231011,124742,028
01,232C1095,1,20231011,124904,028
01,232C1153,1,20231011,125007,028
01,232C1099,1,20231011,125035,028
01,232C1015,1,20231011,125109,028
01,232C1149,1,20231011,125112,028
01,232C1051,1,20231011,125132,028
01,232C1043,1,20231011,125140,028
01,232C1053,1,20231011,125145,028
01,232C1113,1,20231011,125214,028
01,232C1111,1,20231011,125217,028
01,232C1007,1,20231011,125300,028
01,232C1033,1,20231011,125310,028
01,232C1097,1,20231011,125723,028
01,212C1129,1,20231011,130018,028
01,232C1019,1,20231011,130703,028
01,232C1105,1,20231011,124859,028
01,232C1057,1,20231011,125043,028
01,232C1123,1,20231011,125134,028
01,232C1001,1,20231011,125136,028
01,232C1157,1,20231011,125246,028
01,232C1141,1,20231011,125252,028
01,232C1077,1,20231011,125304,028
01,232C1145,1,20231011,125458,028
01,232C1071,1,20231011,125906,028
01,212C3069,1,20231012,102540,028
01,212C3007,1,20231012,102606,028
01,212C3010,1,20231012,102609,028
01,212C3077,1,20231012,102735,028
01,23225201,1,20231012,103008,028
01,212C3101,2,20231012,103816,028
01,212C3125,1,20231012,102035,028
01,212C3012,1,20231012,102040,028
01,212C3023,1,20231012,102125,028
01,212C3008,1,20231012,102230,028
01,212C3045,1,20231012,102341,028
01,212C3096,1,20231012,102501,028
01,212C3042,2,20231012,102529,028
01,212C2054,1,20231012,102534,028
01,212C3107,1,20231012,102544,028
01,212C3058,1,20231012,102638,028
01,23225203,1,20231012,102640,028
01,212C3032,1,20231012,102647,028
01,212C3119,1,20231012,102652,028
01,212C3076,1,20231012,102743,028
01,212C3034,1,20231012,102751,028
01,212C3066,1,20231012,102830,028
01,212C3052,1,20231012,103258,028
01,23225206,1,20231012,102011,028
01,212C3114,1,20231012,102052,028
01,212C3022,1,20231012,102100,028
01,212C3049,1,20231012,102140,028
01,212C3095,1,20231012,102158,028
01,212C3041,1,20231012,102207,028
01,23225204,1,20231012,102215,028
01,212C3025,1,20231012,102237,028
01,182C3034,3,20231012,102338,028
01,212C3061,1,20231012,102416,028
01,212C3097,1,20231012,102525,028
01,212C3116,1,20231012,102554,028
01,212C3044,1,20231012,102557,028
01,212C3093,1,20231012,102746,028
01,212C3027,1,20231012,102749,028
01,212C3029,1,20231012,102918,028
01,212C3098,1,20231012,103255,028
01,23225204,1,20231012,101816,028
01,212C3012,1,20231012,102001,028
01,212C3106,1,20231012,102016,028
01,212C3013,1,20231012,102152,028
01,212C3126,1,20231012,102305,028
01,23225205,1,20231012,102323,028
01,212C3117,1,20231012,102357,028
01,212C3085,1,20231012,102520,028
01,23225202,1,20231012,102709,028
01,212C3088,1,20231012,102716,028
01,212C3090,1,20231012,102739,028
01,212C3002,1,20231012,102902,028
01,212C3005,1,20231012,102032,028
01,212C2038,2,20231012,102116,028
01,212C3010,1,20231012,102250,028
01,212C3056,1,20231012,102420,028
01,212C3083,1,20231012,102634,028
01,212C3100,1,20231012,102732,028
01,212C3113,1,20231012,102757,028
01,212C3084,1,20231012,102825,028
01,212C3020,1,20231012,102827,028
01,212C3112,1,20231012,102835,028
01,212C3048,1,20231012,102857,028
01,212C3017,1,20231012,102909,028
01,212C3124,1,20231012,103005,028
01,212C3067,1,20231012,103014,028
01,212C3055,1,20231012,103138,028
01,212C3099,2,20231012,103814,028
02,236E0051,1,20231012,160639,028
02,236E0013,1,20231012,161014,028
02,236E0051,1,20231012,161017,028
02,236E0007,1,20231012,161023,028
02,236E0064,1,20231012,161030,028
02,236E0028,1,20231012,161101,028
02,236E0502,1,20231012,161121,028
02,236E0043,1,20231012,161207,028
02,226E0022,1,20231012,161303,028
02,236E0009,1,20231012,161507,028
02,236E0062,1,20231012,161930,028
01,232C1099,1,20231013,125015,028
01,232C1051,1,20231013,125045,028
01,232C1093,1,20231013,125048,028
01,232C1103,1,20231013,125402,028
01,232C1077,1,20231013,125410,028
01,232C1123,1,20231013,125527,028
01,232C1027,1,20231013,124114,028
01,232C1069,1,20231013,124202,028
01,222C1061,1,20231013,124557,028
01,232C1063,1,20231013,125118,028
01,232C1057,1,20231013,125129,028
01,232C1095,1,20231013,125152,028
01,232C1131,1,20231013,125227,028
01,232C1041,1,20231013,125302,028
01,232C1067,1,20231013,130029,028
01,232C1009,1,20231013,124133,028
01,232C1043,1,20231013,124901,028
01,232C1003,1,20231013,125018,028
01,232C1059,1,20231013,125036,028
01,232C1127,1,20231013,125158,028
01,232C1101,2,20231013,125242,028
01,232C1049,1,20231013,125246,028
01,232C1035,1,20231013,125345,028
01,232C1139,1,20231013,125405,028
01,232C1155,1,20231013,125415,028
01,232C1061,1,20231013,124617,028
01,232C1065,1,20231013,124812,028
01,232C1079,2,20231013,125229,028
01,232C1141,1,20231013,125251,028
01,232C1001,1,20231013,125525,028
01,232C1013,1,20231013,124146,028
01,232C1169,1,20231013,124809,028
01,232C1121,1,20231013,125021,028
01,232C1023,1,20231013,125138,028
01,232C1147,1,20231013,125211,028
01,232C1007,1,20231013,125439,028
01,232C1075,1,20231013,124053,028
01,232C1083,1,20231013,124856,028
01,232C1021,1,20231013,125121,028
01,232C1097,1,20231013,125126,028
01,232C1025,1,20231013,125235,028
01,232C1109,1,20231013,125240,028
01,232C1133,1,20231013,125248,028
01,232C1181,1,20231013,125310,028
01,232C1177,1,20231013,125408,028
01,212C1109,1,20231013,124422,028
01,232C1019,1,20231013,124806,028
01,232C1053,1,20231013,125009,028
01,232C1145,1,20231013,125205,028
01,232C1015,1,20231013,125216,028
