date,code,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2018-01-15,998405,1888.63,1892.0,1882.78,1883.9,1873.9,1839.6,1819.4,1750.3,1640.1,32.2,1743.1,1775.3,1903.9,1936.1,87.5
2018-01-16,998405,1883.87,1894.29,1882.21,1894.25,1883.5,1843.4,1822.9,1753.3,1641.7,33.8,1742.1,1775.9,1910.9,1944.7,88.3
2018-01-17,998405,1883.92,1892.12,1882.3,1890.82,1886.9,1847.2,1826.1,1756.6,1643.3,34.4,1744.0,1778.4,1916.0,1950.4,87.9
2018-01-18,998405,1906.39,1906.39,1874.78,1876.86,1886.4,1850.5,1829.1,1759.8,1644.8,33.8,1749.2,1783.0,1918.0,1951.8,83.9
2018-01-19,998405,1885.15,1890.41,1882.26,1889.74,1886.5,1855.1,1832.5,1763.1,1646.4,32.1,1758.7,1790.9,1919.3,1951.5,82.3
2018-01-22,998405,1890.78,1891.92,1884.63,1891.92,1886.5,1858.6,1835.6,1766.4,1648.0,31.9,1762.9,1794.8,1922.4,1954.3,82.1
2018-01-23,998405,1900.26,1911.31,1898.57,1911.07,1889.4,1863.2,1839.1,1770.0,1649.6,32.2,1766.5,1798.7,1927.7,1959.9,82.1
2018-01-24,998405,1904.83,1908.54,1898.34,1901.23,1892.5,1867.0,1842.2,1773.2,1651.1,31.7,1771.8,1803.5,1930.5,1962.2,83.6
2018-01-25,998405,1887.59,1893.15,1882.57,1884.56,1892.6,1869.9,1845.1,1776.1,1652.5,30.3,1779.1,1809.4,1930.4,1960.7,77.8
2018-01-26,998405,1889.46,1892.46,1878.89,1879.39,1890.7,1872.3,1847.7,1778.9,1653.9,28.8,1785.8,1814.7,1929.9,1958.8,67.7
2018-01-29,998405,1881.38,1889.11,1877.7,1880.45,1889.4,1874.6,1851.1,1781.6,1655.4,27.3,1792.6,1819.9,1929.3,1956.6,57.8
2018-01-30,998405,1878.73,1879.34,1853.05,1858.13,1887.1,1876.1,1853.2,1784.1,1656.7,25.4,1799.9,1825.3,1926.9,1952.3,38.6
2018-01-31,998405,1850.19,1859.62,1836.68,1836.71,1880.4,1876.5,1854.1,1786.0,1658.0,24.8,1802.1,1826.9,1926.1,1950.9,16.8
2018-02-01,998405,1849.53,1870.94,1847.01,1870.44,1877.7,1878.9,1855.8,1788.3,1659.3,21.1,1815.6,1836.7,1921.1,1942.2,-4.9
2018-02-02,998405,1863.82,1867.88,1848.83,1864.2,1871.9,1881.1,1857.3,1790.5,1660.6,16.2,1832.4,1848.7,1913.5,1929.8,-29.0
2018-02-05,998405,1837.56,1842.17,1821.01,1823.74,1862.2,1879.2,1857.7,1792.3,1661.8,20.2,1818.5,1838.8,1919.6,1939.9,-51.7
2018-02-06,998405,1788.85,1790.08,1707.07,1743.41,1844.6,1872.7,1855.7,1793.1,1662.6,35.9,1765.1,1801.0,1944.4,1980.3,-63.9
2018-02-07,998405,1775.42,1803.91,1749.58,1749.91,1828.4,1866.1,1854.5,1793.9,1663.5,44.5,1732.6,1777.1,1955.1,1999.6,-70.3
2018-02-08,998405,1758.84,1772.38,1752.7,1765.69,1814.0,1860.0,1852.9,1795.1,1664.5,49.1,1712.7,1761.8,1958.2,2007.3,-72.9
2018-02-09,998405,1733.02,1733.53,1708.1,1731.97,1798.3,1852.6,1850.5,1795.7,1665.3,56.0,1684.6,1740.6,1964.6,2020.6,-77.7
2018-02-13,998405,1751.23,1751.23,1713.96,1716.78,1783.3,1845.0,1847.4,1796.2,1665.9,63.0,1656.0,1719.0,1971.0,2034.0,-86.2
2018-02-14,998405,1719.16,1725.5,1691.65,1702.72,1762.3,1836.4,1843.9,1796.5,1666.6,69.5,1628.0,1697.4,1975.4,2044.8,-90.5
2018-02-15,998405,1719.83,1728.12,1712.23,1719.27,1744.2,1828.0,1840.7,1796.9,1667.3,72.6,1610.2,1682.8,1973.2,2045.8,-91.6
2018-02-16,998405,1729.17,1747.6,1725.31,1737.37,1733.4,1820.7,1837.9,1797.5,1668.0,73.7,1599.6,1673.3,1968.1,2041.8,-91.8
2018-02-19,998405,1753.15,1775.15,1750.13,1775.15,1737.4,1815.9,1836.4,1798.5,1669.0,73.2,1596.4,1669.6,1962.2,2035.4,-90.8
2018-02-20,998405,1767.96,1768.28,1752.75,1762.45,1738.9,1809.8,1834.4,1799.4,1669.9,72.0,1593.8,1665.8,1953.8,2025.8,-86.8
2018-02-21,998405,1764.67,1772.31,1753.02,1761.61,1738.4,1803.6,1832.7,1800.1,1670.7,70.2,1593.1,1663.3,1943.9,2014.1,-81.4
2018-02-22,998405,1749.85,1750.33,1737.58,1746.17,1740.2,1795.8,1830.6,1800.7,1671.4,66.7,1595.8,1662.4,1929.2,1995.8,-76.1
2018-02-23,998405,1749.75,1761.02,1747.51,1760.53,1745.7,1789.1,1827.5,1801.3,1672.2,62.5,1601.6,1664.1,1914.1,1976.6,-68.4
2018-02-26,998405,1774.76,1779.73,1768.81,1774.81,1754.7,1783.9,1824.4,1802.1,1673.1,58.6,1608.2,1666.8,1901.0,1959.6,-57.3
2018-02-27,998405,1790.62,1794.92,1785.28,1790.34,1763.6,1779.6,1821.5,1802.9,1674.0,54.4,1616.5,1670.8,1888.4,1942.7,-43.8
2018-02-28,998405,1783.88,1791.58,1768.24,1768.24,1767.4,1774.3,1817.9,1803.4,1674.9,49.2,1626.6,1675.8,1872.8,1922.0,-29.5
2018-03-01,998405,1754.43,1754.53,1735.56,1740.2,1763.0,1768.7,1813.5,1803.6,1675.7,45.8,1631.3,1677.1,1860.3,1906.1,-23.0
2018-03-02,998405,1711.46,1714.78,1700.65,1708.34,1756.3,1762.5,1808.6,1803.3,1676.4,44.8,1628.0,1672.8,1852.2,1897.0,-21.8
2018-03-05,998405,1697.11,1704.94,1687.29,1694.79,1747.9,1754.2,1803.0,1802.9,1677.1,39.8,1634.8,1674.6,1833.8,1873.6,-21.8
2018-03-06,998405,1718.97,1728.47,1714.47,1716.3,1744.2,1747.1,1797.8,1802.6,1677.9,31.6,1652.3,1683.9,1810.3,1841.9,-19.6
2018-03-07,998405,1705.63,1722.88,1702.97,1703.96,1737.1,1741.4,1792.3,1802.0,1678.6,27.6,1658.5,1686.1,1796.7,1824.3,-17.4
2018-03-08,998405,1720.0,1720.0,1704.96,1709.95,1729.0,1739.8,1787.4,1801.5,1679.3,28.5,1654.4,1682.9,1796.7,1825.2,-26.6
2018-03-09,998405,1726.99,1741.16,1707.51,1715.48,1719.7,1738.2,1782.3,1801.1,1680.1,28.8,1651.7,1680.5,1795.9,1824.7,-32.6
2018-03-12,998405,1740.67,1746.39,1733.06,1741.3,1716.3,1737.0,1777.8,1800.8,1681.0,28.2,1652.5,1680.7,1793.3,1821.5,-22.7
2018-03-13,998405,1734.31,1751.03,1731.58,1751.03,1717.6,1737.9,1773.1,1800.5,1682.0,28.3,1653.0,1681.3,1794.5,1822.8,-20.4
2018-03-14,998405,1738.72,1746.46,1737.81,1743.21,1722.0,1739.2,1768.5,1800.3,1683.0,27.9,1655.5,1683.4,1795.0,1822.9,-22.3
2018-03-15,998405,1737.57,1745.7,1727.44,1743.6,1728.1,1741.1,1764.3,1799.8,1684.0,26.6,1661.2,1687.9,1794.3,1821.0,-36.0
2018-03-16,998405,1747.27,1747.27,1733.82,1736.63,1730.6,1742.0,1760.1,1799.2,1685.0,26.2,1663.5,1689.6,1794.4,1820.5,-46.9
2018-03-19,998405,1729.6,1735.12,1714.0,1719.97,1732.6,1741.1,1755.4,1798.3,1686.1,26.6,1661.3,1687.9,1794.3,1820.9,-55.2
2018-03-20,998405,1708.03,1716.45,1702.4,1716.29,1733.4,1738.3,1751.3,1797.2,1687.0,25.9,1660.5,1686.4,1790.2,1816.1,-49.9
2018-03-22,998405,1711.02,1727.86,1710.95,1727.39,1734.9,1736.7,1748.0,1796.2,1688.0,25.4,1660.4,1685.8,1787.6,1813.0,-43.2
2018-03-23,998405,1696.34,1696.34,1661.23,1664.94,1725.4,1732.1,1742.0,1794.6,1688.7,29.2,1644.6,1673.8,1790.4,1819.6,-44.8
2018-03-26,998405,1649.6,1671.32,1645.16,1671.32,1715.4,1728.5,1736.3,1793.1,1689.6,31.8,1633.1,1664.9,1792.1,1823.9,-47.7
2018-03-27,998405,1687.19,1717.13,1685.65,1717.13,1712.2,1726.4,1733.2,1792.4,1690.6,31.0,1633.3,1664.4,1788.4,1819.5,-37.0
2018-03-28,998405,1683.56,1699.69,1677.08,1699.56,1706.7,1722.9,1731.9,1791.5,1691.7,29.5,1634.5,1664.0,1781.8,1811.3,-34.4
2018-03-29,998405,1713.31,1714.23,1688.71,1704.0,1702.6,1718.7,1730.5,1791.0,1692.7,25.3,1642.8,1668.1,1769.3,1794.6,-29.2
2018-03-30,998405,1718.03,1721.04,1708.27,1716.3,1702.1,1716.3,1729.1,1790.5,1693.7,22.6,1648.4,1671.1,1761.5,1784.2,-16.1
2018-04-02,998405,1716.32,1723.82,1708.78,1708.78,1701.2,1714.8,1728.4,1789.9,1694.7,22.0,1648.8,1670.8,1758.8,1780.8,-11.2
2018-04-03,998405,1690.35,1707.81,1687.0,1703.8,1698.2,1714.6,1728.0,1789.3,1695.7,22.1,1648.4,1670.4,1758.8,1780.8,-24.8
2018-04-04,998405,1710.04,1711.88,1699.48,1706.13,1703.4,1715.1,1728.1,1788.5,1696.7,21.7,1650.0,1671.7,1758.5,1780.2,-42.9
2018-04-05,998405,1719.81,1732.32,1711.94,1724.61,1710.0,1715.5,1728.3,1788.0,1697.6,21.8,1650.1,1671.9,1759.1,1780.9,-34.9
2018-04-06,998405,1723.59,1732.15,1719.3,1719.3,1710.3,1716.2,1727.8,1787.3,1698.5,21.7,1651.2,1672.9,1759.5,1781.2,-41.4
2018-04-09,998405,1716.28,1730.55,1715.55,1725.88,1713.6,1717.0,1726.3,1786.7,1699.3,21.7,1651.9,1673.6,1760.4,1782.1,-41.2
2018-04-10,998405,1720.97,1742.4,1717.77,1731.94,1717.1,1717.8,1725.4,1786.2,1700.1,21.9,1652.0,1673.9,1761.7,1783.6,-40.9
2018-04-11,998405,1735.73,1735.73,1725.3,1725.3,1718.2,1717.0,1724.3,1785.6,1701.0,21.4,1652.9,1674.3,1759.7,1781.1,-26.2
2018-04-12,998405,1723.51,1725.48,1717.52,1718.52,1719.4,1715.5,1723.5,1784.7,1701.7,19.9,1655.8,1675.7,1755.3,1775.2,-12.5
2018-04-13,998405,1728.15,1735.82,1724.93,1729.36,1722.6,1714.8,1722.6,1784.0,1702.5,19.1,1657.4,1676.5,1753.1,1772.2,9.2
2018-04-16,998405,1732.09,1737.57,1729.04,1736.22,1726.4,1714.4,1721.5,1783.4,1703.1,18.6,1658.5,1677.1,1751.7,1770.3,33.9
2018-04-17,998405,1733.38,1737.92,1726.68,1729.98,1727.1,1714.1,1719.7,1782.7,1703.8,18.3,1659.2,1677.5,1750.7,1769.0,60.4
2018-04-18,998405,1733.74,1751.65,1733.06,1749.67,1730.9,1715.5,1719.2,1782.6,1704.5,19.9,1655.9,1675.8,1755.2,1775.1,72.6
2018-04-19,998405,1756.57,1761.61,1748.93,1750.18,1733.9,1717.2,1719.4,1782.1,1705.2,21.3,1653.4,1674.7,1759.7,1781.0,78.2
2018-04-20,998405,1748.41,1756.79,1745.28,1751.13,1736.3,1718.3,1720.7,1781.6,1705.9,22.4,1651.0,1673.5,1763.1,1785.6,92.1
2018-04-23,998405,1753.16,1757.46,1749.04,1750.79,1739.5,1722.4,1722.4,1780.9,1706.6,19.9,1662.7,1682.6,1762.2,1782.1,91.9
2018-04-24,998405,1762.87,1770.3,1756.39,1769.75,1745.9,1727.1,1723.9,1780.3,1707.4,18.8,1670.6,1689.4,1764.8,1783.6,91.9
2018-04-25,998405,1758.81,1769.32,1756.45,1767.73,1750.7,1729.5,1725.8,1779.9,1708.3,20.6,1667.6,1688.2,1770.8,1791.4,94.5
2018-04-26,998405,1772.9,1774.28,1768.02,1772.13,1755.2,1732.9,1727.6,1779.5,1709.2,21.4,1668.6,1690.0,1775.8,1797.2,94.5
2018-04-27,998405,1778.56,1780.38,1771.58,1777.23,1761.1,1736.4,1729.4,1779.3,1710.1,22.4,1669.1,1691.5,1781.3,1803.7,94.9
2018-05-01,998405,1774.36,1775.14,1767.57,1774.18,1764.1,1739.2,1730.4,1778.8,1711.0,23.4,1669.1,1692.4,1786.0,1809.3,95.6
2018-05-02,998405,1776.89,1776.89,1768.18,1771.52,1766.8,1742.2,1731.0,1778.3,1711.9,23.3,1672.3,1695.6,1788.8,1812.1,95.2
2018-05-07,998405,1774.26,1774.29,1764.11,1773.18,1769.6,1745.5,1731.9,1777.7,1712.8,22.5,1678.0,1700.5,1790.5,1813.0,94.5
2018-05-08,998405,1772.37,1785.04,1772.01,1779.82,1773.2,1749.0,1733.0,1777.3,1713.6,21.8,1683.6,1705.4,1792.6,1814.4,94.5
2018-05-09,998405,1776.59,1778.23,1767.87,1772.91,1773.6,1751.3,1734.0,1776.6,1714.5,21.6,1686.4,1708.0,1794.6,1816.2,93.8
2018-05-10,998405,1777.22,1779.08,1772.0,1777.62,1774.8,1754.0,1735.7,1776.0,1715.4,21.1,1690.8,1711.9,1796.1,1817.2,94.0
2018-05-11,998405,1781.42,1795.55,1780.45,1794.96,1777.7,1757.3,1738.0,1775.7,1716.3,21.8,1691.8,1713.6,1801.0,1822.8,94.7
2018-05-14,998405,1792.95,1807.01,1791.59,1805.92,1781.3,1760.9,1740.3,1775.4,1717.4,23.4,1690.6,1714.0,1807.8,1831.2,96.1
2018-05-15,998405,1808.7,1812.3,1804.11,1805.15,1785.1,1764.7,1744.5,1775.2,1718.3,23.9,1693.1,1717.0,1812.4,1836.3,96.1
2018-05-16,998405,1799.15,1806.27,1798.58,1800.35,1788.7,1768.6,1748.3,1775.1,1719.1,22.6,1700.8,1723.4,1813.8,1836.4,95.7
2018-05-17,998405,1807.47,1811.93,1805.1,1808.37,1793.1,1772.3,1750.9,1774.4,1720.0,22.3,1705.4,1727.7,1816.9,1839.2,95.7
2018-05-18,998405,1812.91,1816.44,1808.2,1815.25,1797.6,1776.1,1754.4,1773.7,1720.9,22.6,1708.4,1730.9,1821.3,1843.8,95.8
2018-05-21,998405,1815.23,1819.74,1812.86,1813.75,1802.7,1780.1,1757.6,1772.8,1721.8,21.4,1715.9,1737.3,1822.9,1844.3,95.7
2018-05-22,998405,1813.41,1813.41,1807.73,1809.57,1806.7,1782.9,1760.3,1771.9,1722.8,21.1,1719.5,1740.6,1825.2,1846.3,95.3
2018-05-23,998405,1803.67,1810.84,1791.72,1797.31,1807.0,1785.2,1762.9,1770.9,1723.6,20.0,1725.3,1745.3,1825.1,1845.1,91.7
2018-05-24,998405,1790.77,1792.02,1771.83,1775.65,1803.2,1786.3,1765.0,1769.8,1724.4,18.5,1730.7,1749.2,1823.4,1841.9,81.0
2018-05-25,998405,1770.02,1775.71,1766.56,1771.7,1799.0,1787.3,1767.0,1768.5,1725.2,17.0,1736.2,1753.3,1821.3,1838.4,60.8
2018-05-28,998405,1771.5,1775.76,1766.23,1770.42,1795.3,1787.4,1768.3,1767.1,1726.0,17.0,1736.4,1753.4,1821.4,1838.4,36.2
2018-05-29,998405,1766.71,1769.07,1755.19,1761.85,1789.4,1787.1,1769.6,1765.7,1726.7,17.4,1735.0,1752.4,1821.8,1839.2,9.0
2018-05-30,998405,1738.54,1740.89,1731.28,1736.13,1779.5,1785.4,1769.9,1764.1,1727.3,20.4,1724.1,1744.5,1826.3,1846.7,-10.5
2018-05-31,998405,1746.92,1750.49,1740.71,1747.45,1771.3,1784.0,1770.3,1762.5,1727.9,22.0,1718.0,1740.0,1828.0,1850.0,-24.5
2018-06-01,998405,1742.65,1756.58,1739.85,1749.17,1763.7,1782.8,1771.0,1760.9,1728.5,23.2,1713.2,1736.4,1829.2,1852.4,-38.8
2018-06-04,998405,1765.77,1778.23,1764.22,1774.69,1760.9,1782.9,1772.7,1759.4,1729.2,23.1,1713.5,1736.6,1829.2,1852.3,-46.8
2018-06-05,998405,1779.56,1782.64,1770.93,1774.96,1760.8,1783.0,1774.0,1757.9,1729.9,23.1,1713.7,1736.8,1829.2,1852.3,-54.8
2018-06-06,998405,1774.89,1780.42,1771.94,1777.59,1761.5,1782.9,1775.2,1756.7,1730.6,23.1,1713.6,1736.7,1829.1,1852.2,-54.5
2018-06-07,998405,1786.61,1790.23,1784.56,1789.01,1763.9,1783.7,1777.0,1755.7,1731.4,23.0,1714.6,1737.6,1829.8,1852.8,-60.8
2018-06-08,998405,1782.06,1792.43,1781.44,1781.44,1766.3,1783.8,1777.9,1754.6,1732.1,23.0,1714.8,1737.8,1829.8,1852.8,-60.8
2018-06-11,998405,1781.46,1790.73,1778.62,1786.84,1772.6,1783.5,1779.0,1753.8,1732.8,22.9,1714.9,1737.8,1829.2,1852.1,-55.6
2018-06-12,998405,1798.98,1801.19,1786.64,1792.82,1778.3,1782.8,1780.2,1753.3,1733.5,22.4,1715.6,1738.0,1827.6,1850.0,-46.1
2018-06-13,998405,1794.43,1802.94,1794.39,1800.37,1784.7,1782.6,1781.7,1752.5,1734.3,22.2,1716.0,1738.2,1827.0,1849.2,-29.7
2018-06-14,998405,1791.65,1794.4,1783.89,1783.89,1785.9,1781.8,1782.1,1751.6,1735.1,21.8,1716.4,1738.2,1825.4,1847.2,-19.5
2018-06-15,998405,1793.52,1793.8,1785.43,1789.04,1787.6,1780.9,1782.7,1751.2,1735.8,21.0,1717.8,1738.8,1823.0,1844.0,-3.2
2018-06-18,998405,1784.37,1784.37,1764.99,1771.43,1786.9,1778.8,1782.7,1751.5,1736.5,19.6,1720.1,1739.6,1818.0,1837.5,5.2
2018-06-19,998405,1763.46,1768.53,1743.92,1743.92,1781.2,1775.5,1781.7,1751.5,1737.0,19.3,1717.7,1736.9,1814.1,1833.3,7.0
2018-06-20,998405,1745.01,1755.03,1728.49,1752.75,1777.6,1772.8,1781.1,1751.3,1737.7,18.2,1718.2,1736.4,1809.2,1827.4,12.6
2018-06-21,998405,1750.69,1758.74,1747.47,1750.63,1773.1,1770.6,1780.5,1751.5,1738.2,17.9,1716.9,1734.8,1806.4,1824.3,16.8
2018-06-22,998405,1734.44,1745.77,1732.51,1744.83,1767.1,1769.1,1779.6,1751.9,1738.8,18.7,1712.9,1731.7,1806.5,1825.3,6.4
2018-06-25,998405,1747.84,1748.16,1726.12,1728.27,1758.1,1767.0,1778.1,1752.1,1739.2,20.7,1704.9,1725.6,1808.4,1829.1,-7.3
2018-06-26,998405,1717.27,1732.82,1711.75,1731.07,1751.5,1765.1,1776.9,1752.3,1739.7,22.1,1698.7,1720.9,1809.3,1831.5,-21.4
2018-06-27,998405,1730.48,1735.35,1723.06,1731.45,1744.3,1763.7,1775.5,1752.2,1740.2,23.3,1693.8,1717.1,1810.3,1833.6,-33.9
2018-06-28,998405,1726.29,1728.43,1716.12,1727.0,1738.7,1763.3,1773.5,1751.7,1740.6,23.9,1691.5,1715.4,1811.2,1835.1,-53.8
2018-06-29,998405,1729.71,1732.1,1717.88,1730.89,1737.1,1762.5,1771.3,1751.3,1741.1,24.7,1688.3,1713.0,1812.0,1836.7,-67.0
2018-07-02,998405,1725.55,1730.03,1694.02,1695.29,1729.9,1759.9,1768.1,1750.6,1741.3,28.7,1673.9,1702.6,1817.2,1845.9,-79.1
2018-07-03,998405,1701.2,1703.02,1681.06,1692.8,1722.7,1756.0,1764.9,1750.0,1741.6,31.9,1660.2,1692.1,1819.9,1851.8,-84.9
2018-07-04,998405,1686.47,1698.39,1684.4,1693.25,1716.3,1752.1,1761.5,1749.2,1741.9,34.4,1648.9,1683.3,1820.9,1855.3,-89.5
2018-07-05,998405,1690.12,1691.08,1671.95,1676.2,1709.7,1747.3,1757.5,1748.1,1742.2,37.6,1634.5,1672.1,1822.5,1860.1,-93.1
2018-07-06,998405,1685.5,1697.6,1683.98,1691.54,1704.8,1742.7,1753.9,1747.0,1742.5,38.2,1628.1,1666.3,1819.1,1857.3,-94.7
2018-07-09,998405,1697.06,1713.38,1695.88,1711.79,1702.3,1739.3,1751.0,1746.4,1742.8,37.7,1626.2,1663.9,1814.7,1852.4,-94.7
2018-07-10,998405,1723.84,1731.21,1716.13,1716.13,1701.0,1736.0,1748.6,1746.1,1743.3,36.4,1626.9,1663.2,1808.8,1845.1,-92.9
2018-07-11,998405,1703.52,1706.31,1688.36,1701.88,1697.4,1731.6,1746.4,1746.0,1743.6,34.6,1627.7,1662.3,1800.9,1835.5,-89.7
2018-07-12,998405,1708.08,1715.48,1705.92,1709.68,1699.2,1727.3,1744.6,1746.2,1744.0,31.1,1633.9,1665.1,1789.5,1820.7,-85.7
2018-07-13,998405,1721.01,1734.22,1717.07,1730.07,1703.8,1724.8,1743.4,1746.3,1744.4,28.3,1639.8,1668.2,1781.4,1809.8,-76.8
2018-07-17,998405,1734.56,1753.93,1731.84,1745.05,1710.3,1722.7,1742.9,1746.8,1744.8,24.7,1648.5,1673.3,1772.1,1796.9,-56.6
2018-07-18,998405,1759.88,1761.24,1749.35,1751.21,1719.7,1721.7,1743.4,1747.3,1745.4,23.1,1652.5,1675.6,1767.8,1790.9,-31.8
2018-07-19,998405,1754.25,1760.35,1749.25,1749.59,1726.9,1722.0,1743.4,1747.6,1745.8,23.4,1651.9,1675.3,1768.7,1792.1,-15.6
2018-07-20,998405,1747.48,1755.82,1735.56,1744.98,1731.1,1721.6,1743.3,1747.7,1746.3,22.9,1652.8,1675.8,1767.4,1790.4,8.3
2018-07-23,998405,1736.1,1748.06,1735.74,1738.7,1733.9,1721.0,1742.2,1747.6,1746.8,22.3,1654.1,1676.4,1765.6,1787.9,29.4
2018-07-24,998405,1749.1,1751.16,1743.5,1746.86,1739.5,1721.1,1741.4,1747.6,1747.4,22.4,1653.9,1676.3,1765.9,1788.3,46.6
2018-07-25,998405,1752.62,1757.47,1751.83,1753.48,1745.0,1722.3,1740.7,1747.7,1748.0,23.5,1651.9,1675.4,1769.2,1792.7,57.5
2018-07-26,998405,1766.91,1770.35,1761.56,1765.78,1749.5,1724.0,1740.0,1748.0,1748.7,25.3,1648.2,1673.5,1774.5,1799.8,69.2
2018-07-27,998405,1770.47,1775.76,1767.67,1775.76,1753.3,1726.1,1739.9,1748.7,1749.4,27.7,1643.1,1670.8,1781.4,1809.1,79.4
2018-07-30,998405,1770.48,1772.6,1764.1,1768.15,1755.4,1728.1,1739.3,1749.2,1750.0,29.1,1640.7,1669.8,1786.4,1815.5,86.2
2018-07-31,998405,1764.01,1768.76,1749.37,1753.29,1755.9,1729.1,1738.1,1749.5,1750.7,29.7,1640.1,1669.8,1788.4,1818.1,92.1
2018-08-01,998405,1762.92,1772.81,1756.98,1769.76,1759.0,1732.7,1737.2,1750.7,1751.4,29.9,1643.1,1673.0,1792.4,1822.3,93.0
2018-08-02,998405,1768.26,1774.34,1749.86,1752.09,1760.6,1735.5,1736.3,1751.6,1752.1,28.7,1649.4,1678.1,1792.9,1821.6,90.9
2018-08-03,998405,1755.75,1755.86,1740.93,1742.58,1760.1,1737.8,1734.9,1751.9,1752.7,27.0,1656.7,1683.8,1791.8,1818.9,80.6
2018-08-06,998405,1742.97,1747.43,1731.32,1732.9,1757.5,1740.5,1733.8,1752.3,1753.3,23.1,1671.2,1694.3,1786.7,1809.8,67.0
2018-08-07,998405,1733.22,1746.05,1731.99,1746.05,1755.1,1743.1,1733.9,1752.7,1754.0,20.2,1682.5,1702.7,1783.5,1803.7,56.8
2018-08-08,998405,1747.65,1756.31,1742.87,1744.71,1751.2,1744.7,1733.6,1753.1,1754.6,18.9,1688.0,1706.9,1782.5,1801.4,41.9
2018-08-09,998405,1739.99,1743.61,1732.24,1740.16,1747.7,1745.8,1733.3,1753.4,1755.2,17.8,1692.5,1710.3,1781.3,1799.1,24.5
2018-08-10,998405,1739.41,1739.41,1718.47,1720.16,1743.6,1746.7,1732.6,1753.6,1755.7,15.8,1699.2,1715.0,1778.4,1794.2,-0.1
2018-08-13,998405,1706.72,1707.31,1681.8,1683.5,1732.8,1745.5,1731.3,1753.4,1756.0,19.5,1687.0,1706.5,1784.5,1804.0,-27.4
2018-08-14,998405,1693.54,1711.17,1692.14,1710.95,1727.6,1744.6,1730.7,1753.2,1756.4,20.7,1682.6,1703.2,1786.0,1806.6,-49.5
2018-08-15,998405,1713.86,1714.92,1690.92,1698.03,1722.1,1742.3,1729.7,1753.0,1756.8,23.0,1673.2,1696.2,1788.4,1811.4,-60.4
2018-08-16,998405,1681.09,1692.52,1667.95,1687.15,1716.3,1739.3,1728.5,1752.5,1757.2,25.9,1661.7,1687.6,1791.0,1816.9,-67.3
2018-08-17,998405,1696.59,1700.3,1692.34,1697.53,1710.3,1736.8,1727.6,1752.1,1757.6,27.3,1655.0,1682.2,1791.4,1818.6,-73.0
2018-08-20,998405,1692.74,1697.03,1688.38,1692.15,1703.7,1734.3,1727.5,1751.8,1758.0,28.9,1647.7,1676.5,1792.1,1820.9,-79.4
2018-08-21,998405,1686.25,1693.8,1679.95,1685.42,1696.9,1731.7,1727.3,1751.4,1758.4,30.8,1639.4,1670.2,1793.2,1824.0,-89.1
2018-08-22,998405,1686.61,1700.8,1684.14,1698.37,1694.1,1729.4,1727.4,1751.0,1758.8,31.4,1635.3,1666.7,1792.1,1823.5,-89.9
2018-08-23,998405,1700.54,1702.71,1695.57,1698.22,1696.0,1726.8,1728.0,1750.6,1759.1,31.6,1632.1,1663.7,1789.9,1821.5,-87.7
2018-08-24,998405,1707.08,1709.36,1701.59,1709.2,1695.8,1724.1,1728.6,1750.4,1759.4,30.5,1632.7,1663.2,1785.0,1815.5,-83.8
2018-08-27,998405,1716.8,1731.62,1715.24,1728.95,1699.6,1721.9,1729.1,1750.2,1759.8,28.1,1637.5,1665.6,1778.2,1806.3,-75.2
2018-08-28,998405,1741.26,1744.06,1731.63,1731.63,1705.2,1720.1,1729.5,1749.9,1760.2,26.2,1641.5,1667.7,1772.5,1798.7,-65.3
2018-08-29,998405,1732.96,1745.12,1732.95,1739.6,1710.4,1719.5,1730.6,1749.8,1760.5,25.5,1643.1,1668.5,1770.5,1795.9,-51.4
2018-08-30,998405,1749.19,1749.72,1736.6,1739.14,1716.3,1718.0,1731.5,1749.7,1760.8,23.2,1648.3,1671.5,1764.5,1787.7,-35.6
2018-08-31,998405,1728.13,1739.88,1726.98,1735.35,1722.6,1717.2,1731.7,1749.3,1761.1,22.3,1650.4,1672.7,1761.7,1784.0,-17.9
2018-09-03,998405,1730.77,1731.86,1715.99,1720.31,1725.3,1716.2,1730.9,1748.8,1761.4,21.5,1651.6,1673.2,1759.2,1780.8,-2.9
2018-09-04,998405,1721.95,1724.01,1713.54,1718.24,1727.8,1715.5,1730.0,1748.2,1761.6,21.2,1651.9,1673.1,1757.9,1779.1,4.3
2018-09-05,998405,1713.83,1714.51,1701.27,1704.96,1727.3,1713.5,1728.7,1747.3,1761.7,20.1,1653.2,1673.3,1753.7,1773.8,17.4
2018-09-06,998405,1697.16,1700.04,1690.01,1692.41,1722.7,1711.0,1727.1,1746.4,1761.8,19.3,1653.2,1672.5,1749.5,1768.8,24.9
2018-09-07,998405,1683.71,1686.37,1673.92,1684.31,1716.8,1708.4,1725.5,1745.4,1761.9,18.9,1651.7,1670.6,1746.2,1765.1,27.4
2018-09-10,998405,1680.36,1692.85,1679.88,1687.61,1710.3,1706.8,1723.8,1744.5,1761.9,19.2,1649.2,1668.4,1745.2,1764.4,23.6
2018-09-11,998405,1690.52,1700.33,1689.03,1698.91,1705.3,1707.5,1722.2,1743.6,1762.0,18.5,1651.9,1670.4,1744.6,1763.1,11.7
