code,date,open,high,low,close
998405,2017/11/01,1775.99,1789.18,1773.98,1786.71
998405,2017/11/02,1792.98,1794.38,1783.45,1794.08
998405,2017/11/06,1798.02,1799.62,1784.36,1792.66
998405,2017/11/07,1790.54,1813.29,1789.57,1813.29
998405,2017/11/08,1809.07,1817.75,1804.18,1817.6
998405,2017/11/09,1822.93,1844.05,1791.12,1813.11
998405,2017/11/10,1790.39,1803.98,1789.7,1800.44
998405,2017/11/13,1798.04,1798.04,1783.49,1783.49
998405,2017/11/14,1781.61,1786.84,1776.08,1778.87
998405,2017/11/15,1768.58,1768.58,1740.25,1744.01
998405,2017/11/16,1738.26,1768.98,1737.72,1761.71
998405,2017/11/17,1778.11,1782.23,1758.61,1763.76
998405,2017/11/20,1756.38,1763.78,1753.88,1759.65
998405,2017/11/21,1771.69,1778.85,1769.17,1771.13
998405,2017/11/22,1782.39,1785.19,1775.58,1777.08
998405,2017/11/24,1769.41,1781.93,1767.2,1780.56
998405,2017/11/27,1787.94,1788.69,1773.62,1776.73
998405,2017/11/28,1775.18,1780.88,1767.11,1772.07
998405,2017/11/29,1783.91,1786.65,1781.65,1786.15
998405,2017/11/30,1787.37,1795.85,1779.08,1792.08
998405,2017/12/01,1804.8,1807.86,1787.18,1796.53
998405,2017/12/04,1801.5,1802.28,1785.79,1786.87
998405,2017/12/05,1780.46,1794.09,1777.34,1790.97
998405,2017/12/06,1784.79,1787.18,1761.18,1765.42
998405,2017/12/07,1774.8,1787.56,1774.45,1786.25
998405,2017/12/08,1781.5,1803.84,1781.5,1803.73
998405,2017/12/11,1809.16,1813.34,1800.54,1813.34
998405,2017/12/12,1814.34,1820.86,1810.93,1815.08
998405,2017/12/13,1817.55,1818.55,1806.16,1810.84
998405,2017/12/14,1808.63,1811.99,1803.05,1808.14
998405,2017/12/15,1801.85,1804.45,1787.04,1793.47
998405,2017/12/18,1807.5,1818.38,1806.03,1817.9
998405,2017/12/19,1820.88,1822.49,1814.31,1815.18
998405,2017/12/20,1815.54,1821.91,1814.19,1821.16
998405,2017/12/21,1819.5,1823.39,1813.41,1822.61
998405,2017/12/22,1823.47,1830.13,1823.01,1829.08
998405,2017/12/25,1830.79,1832.3,1826.61,1831.93
998405,2017/12/26,1831.14,1833.28,1825.93,1827.01
998405,2017/12/27,1825.33,1832.24,1825.1,1829.79
998405,2017/12/28,1829.27,1830.59,1815.96,1819.03
998405,2017/12/29,1822.24,1826.17,1816.85,1817.56
998405,2018/01/04,1841.2,1863.82,1840.4,1863.82
998405,2018/01/05,1873.82,1880.34,1869.78,1880.34
998405,2018/01/09,1895.08,1895.26,1883.1,1889.29
998405,2018/01/10,1888.83,1894.57,1888.3,1892.11
998405,2018/01/11,1882.71,1888.09,1877.65,1888.09
998405,2018/01/12,1886.48,1886.48,1872.86,1876.24
998405,2018/01/15,1888.63,1892.0,1882.78,1883.9
998405,2018/01/16,1883.87,1894.29,1882.21,1894.25
998405,2018/01/17,1883.92,1892.12,1882.3,1890.82
998405,2018/01/18,1906.39,1906.39,1874.78,1876.86
998405,2018/01/19,1885.15,1890.41,1882.26,1889.74
998405,2018/01/22,1890.78,1891.92,1884.63,1891.92
998405,2018/01/23,1900.26,1911.31,1898.57,1911.07
998405,2018/01/24,1904.83,1908.54,1898.34,1901.23
998405,2018/01/25,1887.59,1893.15,1882.57,1884.56
998405,2018/01/26,1889.46,1892.46,1878.89,1879.39
998405,2018/01/29,1881.38,1889.11,1877.7,1880.45
998405,2018/01/30,1878.73,1879.34,1853.05,1858.13
998405,2018/01/31,1850.19,1859.62,1836.68,1836.71
998405,2018/02/01,1849.53,1870.94,1847.01,1870.44
998405,2018/02/02,1863.82,1867.88,1848.83,1864.2
998405,2018/02/05,1837.56,1842.17,1821.01,1823.74
998405,2018/02/06,1788.85,1790.08,1707.07,1743.41
998405,2018/02/07,1775.42,1803.91,1749.58,1749.91
998405,2018/02/08,1758.84,1772.38,1752.7,1765.69
