date,open,high,low,close,volume,adj.close,sma 5,sma 25,sma 50,stddev,-3s,-2s,+2s,+3s,RCI,RCI
2018/1/4,1296,1332,1270,1312,146800,1312,1309,1240.3,1118.6,93.1,961.1,1054.2,1426.4,1519.5,577.2,77.2
2018/1/5,1290,1313,1258,1279,200100,1279,1301.8,1246.5,1127.8,90.1,976.2,1066.3,1426.7,1516.8,570.1,70.1
2018/1/9,1290,1290,1232,1236,214500,1236,1282.4,1251.6,1136.1,85.6,994.9,1080.5,1422.7,1508.3,559.8,59.8
2018/1/10,1245,1280,1244,1278,139400,1278,1277.8,1258.3,1144.5,80.4,1017.1,1097.5,1419.1,1499.5,550.1,50.1
2018/1/11,1265,1287,1255,1268,87100,1268,1274.6,1265.6,1153.1,72,1049.7,1121.7,1409.5,1481.5,538.5,38.5
2018/1/12,1279,1312,1275,1286,147700,1286,1269.4,1271.8,1162.3,66.2,1073.3,1139.5,1404.1,1470.3,528.7,28.7
2018/1/15,1300,1375,1298,1364,260800,1364,1286.4,1281.1,1172.8,61.9,1095.5,1157.4,1404.8,1466.7,526.8,26.8
2018/1/16,1360,1437,1339,1432,352600,1432,1325.6,1290.9,1184.6,65.7,1093.8,1159.5,1422.3,1488,527,27
2018/1/17,1435,1448,1375,1419,242500,1419,1353.8,1302.6,1193.1,60.9,1119.9,1180.8,1424.4,1485.3,526.9,26.9
2018/1/18,1425,1428,1379,1385,216300,1385,1377.2,1312.6,1199.6,52.4,1155.4,1207.8,1417.4,1469.8,526.7,26.7
2018/1/19,1397,1434,1371,1397,129800,1397,1399.4,1318.3,1205.2,53.5,1157.9,1211.3,1425.3,1478.7,527.7,27.7
2018/1/22,1417,1534,1417,1485,360600,1485,1423.6,1328.4,1213.1,60.1,1148,1208.1,1448.7,1508.8,527.7,27.7
2018/1/23,1485,1515,1467,1475,135800,1475,1432.2,1334.4,1222.5,66.9,1133.7,1200.6,1468.2,1535.1,539.2,39.2
2018/1/24,1466,1502,1460,1484,110100,1484,1445.2,1340.8,1232.7,73.2,1121.2,1194.4,1487.2,1560.4,549.4,49.4
2018/1/25,1470,1493,1429,1450,133100,1450,1458.2,1346.4,1241.5,76,1118.3,1194.3,1498.5,1574.5,556.8,56.8
2018/1/26,1440,1499,1428,1488,124100,1488,1476.4,1354.6,1251.4,79.9,1114.9,1194.8,1514.4,1594.3,561.8,61.8
2018/1/29,1470,1489,1440,1448,106100,1448,1469,1360.9,1260.1,80.8,1118.4,1199.3,1522.5,1603.4,566.4,66.4
2018/1/30,1436,1440,1349,1416,283400,1416,1457.2,1362.9,1267.8,81.6,1118.2,1199.8,1526,1607.6,571.3,71.3
2018/1/31,1386,1458,1364,1445,180400,1445,1449.4,1365.7,1276.6,83.2,1116.2,1199.3,1532.1,1615.2,576.2,76.2
