date,open,high,low,close,volume,adj.close,sma 5,sma 25,sma 50,stddev,-3s,-2s,+2s,+3s,RCI
2017-04-20,909,950,909,935,1172200,935,904.4,949.4,1021.2,42.5,822.0,864.5,1034.3,1076.8,-91.8
2017-04-21,958,967,944,950,966200,950,917.8,946.4,1018.4,39.5,827.8,867.3,1025.5,1065.0,-83.7
2017-04-24,967,980,960,961,887400,961,931.4,944.0,1016.0,36.4,834.7,871.1,1016.9,1053.3,-73.2
2017-04-25,973,984,966,977,848100,977,946.2,943.0,1013.9,35.2,837.5,872.7,1013.3,1048.5,-58.7
2017-04-26,994,996,979,991,717600,991,962.8,943.3,1011.8,35.5,836.7,872.2,1014.4,1049.9,-37.5
2017-04-27,985,1004,983,994,766700,994,974.6,943.8,1009.3,36.1,835.5,871.6,1016.0,1052.1,-18.5
2017-04-28,998,999,972,981,650100,981,980.8,942.8,1006.5,34.8,838.5,873.3,1012.3,1047.1,0.8
2017-05-01,985,1005,982,994,506300,994,987.4,943.7,1003.7,35.8,836.4,872.2,1015.2,1051.0,16.6
2017-05-02,997,1000,983,986,388200,986,989.2,943.8,1000.0,35.9,836.1,872.0,1015.6,1051.5,33.8
2017-05-08,1001,1018,997,1010,661700,1010,993.0,944.8,996.4,37.5,832.4,869.9,1019.7,1057.2,50.2
2017-05-15,1012,1012,986,992,576900,992,992.6,945.9,992.4,38.5,830.5,869.0,1022.8,1061.3,61.2
2017-05-16,962,1046,938,1045,3845400,1045,1005.4,949.3,990.1,43.2,819.7,862.9,1035.7,1078.9,70.5
2017-05-17,1039,1058,1022,1025,1569200,1025,1011.6,952.4,987.5,45.8,815.1,860.8,1044.0,1089.7,77.4
2017-05-18,989,991,947,956,2647900,956,1005.6,953.4,984.0,45.6,816.7,862.2,1044.6,1090.1,76.8
2017-05-19,966,976,946,959,845400,959,995.4,954.0,980.6,45.6,817.3,862.9,1045.1,1090.7,75.9
2017-05-22,970,978,964,973,549100,973,991.6,955.6,977.8,45.5,819.2,864.7,1046.5,1092.0,73.4
2017-05-23,983,983,958,963,541800,963,975.2,956.6,975.4,45.3,820.6,865.9,1047.3,1092.6,70.2
2017-05-24,972,987,960,966,870500,966,963.4,957.6,973.4,45.3,821.8,867.1,1048.1,1093.4,65.5
2017-05-25,959,966,945,953,1256400,953,962.8,958.8,970.9,44.7,824.7,869.4,1048.2,1092.9,56.6
2017-05-26,941,944,898,921,2926300,921,955.2,960.1,967.6,43.1,830.9,874.0,1046.2,1089.3,42.2
2017-05-29,913,914,896,914,1105200,914,943.4,961.3,965.2,41.1,837.9,879.0,1043.6,1084.7,26.2
2017-05-30,912,919,904,913,603100,913,933.4,962.5,963.6,39.2,845.0,884.2,1040.8,1080.0,8.4
2017-05-31,914,927,904,904,654400,904,921.0,963.0,961.4,38.4,847.8,886.2,1039.8,1078.2,-12.8
2017-06-01,916,918,905,909,746400,909,912.2,963.2,959.7,38.0,849.1,887.2,1039.2,1077.3,-34.0
2017-06-02,917,917,907,915,777800,915,911.0,963.5,957.8,37.6,850.6,888.3,1038.7,1076.4,-54.5
2017-06-05,922,924,913,917,696200,917,911.6,962.8,956.1,38.4,847.7,886.1,1039.5,1077.9,-66.5
2017-06-06,917,917,880,888,1454000,888,906.6,960.3,953.4,41.1,837.0,878.1,1042.5,1083.6,-78.3
2017-06-07,888,898,879,898,858400,898,905.4,957.8,950.9,43.0,828.9,871.9,1043.7,1086.7,-85.7
2017-06-08,903,905,894,899,624200,899,903.4,954.6,948.8,44.3,821.7,866.0,1043.2,1087.5,-88.9
2017-06-09,899,907,892,895,493600,895,899.4,950.8,947.1,45.2,815.2,860.4,1041.2,1086.4,-91.0
2017-06-14,884,886,872,874,844400,874,890.8,946.0,944.9,46.8,805.7,852.5,1039.5,1086.3,-92.3
2017-06-15,878,878,868,874,544400,874,888.0,941.7,942.3,48.3,796.8,845.1,1038.3,1086.6,-93.9
2017-06-16,880,883,868,876,566000,876,883.6,937.0,940.3,48.7,790.8,839.5,1034.5,1083.2,-94.5
2017-06-19,873,883,870,882,348600,882,880.2,932.8,938.3,48.8,786.4,835.2,1030.4,1079.2,-94.8
2017-06-20,893,903,889,897,693000,897,880.6,928.3,936.6,46.5,788.7,835.2,1021.4,1067.9,-93.5
2017-06-21,895,897,882,883,489300,883,882.4,924.0,934.9,45.4,787.7,833.2,1014.8,1060.3,-92.6
2017-06-22,881,893,880,891,398200,891,885.8,917.8,933.6,38.2,803.2,841.4,994.2,1032.4,-90.4
2017-06-23,897,901,889,896,404200,896,889.8,912.6,932.5,31.2,819.1,850.3,974.9,1006.1,-87.0
2017-06-26,897,904,892,893,563600,893,892.0,910.1,931.8,30.0,820.0,850.0,970.2,1000.2,-84.5
2017-06-27,900,948,900,947,1785200,947,902.0,909.6,931.8,29.3,821.6,851.0,968.2,997.6,-68.8
2017-06-28,946,959,940,946,993000,946,914.6,908.6,932.1,27.3,826.6,854.0,963.2,990.6,-51.1
2017-06-29,952,972,948,972,1139600,972,930.8,908.9,932.8,28.1,824.6,852.7,965.1,993.2,-28.1
2017-06-30,960,992,955,988,1580500,988,949.2,909.8,933.7,30.2,819.1,849.3,970.3,1000.5,-6.8
2017-07-03,986,998,981,985,670200,985,967.6,911.1,934.9,32.7,812.9,845.7,976.5,1009.3,12.5
2017-07-04,997,1007,977,983,1134700,983,974.8,913.6,936.8,35.7,806.5,842.2,985.0,1020.7,26.9
2017-07-05,1003,1024,995,1024,1584700,1024,990.4,918.0,939.6,42.0,792.0,834.0,1002.0,1044.0,39.4
2017-07-06,1024,1044,1022,1032,1649400,1032,1002.4,922.7,942.6,47.8,779.4,827.2,1018.2,1066.0,50.6
2017-07-07,1019,1035,1011,1024,631300,1024,1009.6,927.5,945.2,51.7,772.5,824.2,1030.8,1082.5,60.4
2017-07-10,1040,1054,1025,1029,1106500,1029,1018.4,932.3,947.8,55.3,766.3,821.7,1042.9,1098.3,69.2
2017-07-11,1035,1036,998,1014,873000,1014,1024.6,936.3,949.9,57.5,763.7,821.2,1051.4,1108.9,76.5
2017-07-13,1008,1012,990,1007,872000,1007,1021.2,939.9,951.3,59.1,762.7,821.8,1058.0,1117.1,82.3
2017-07-14,1024,1053,1012,1035,1714400,1035,1021.8,945.8,953.0,61.0,762.9,823.9,1067.7,1128.7,84.7
2017-07-18,1044,1055,1039,1051,1126800,1051,1027.2,951.9,954.8,63.6,761.1,824.7,1079.1,1142.7,89.7
2017-07-19,1038,1053,1031,1031,803200,1031,1027.6,957.2,955.9,64.5,763.7,828.2,1086.2,1150.7,93.2
2017-07-20,1033,1073,1033,1059,1569000,1059,1036.6,963.7,957.3,66.2,765.0,831.2,1096.2,1162.4,95.6
2017-07-21,1068,1068,1044,1046,1168500,1046,1044.4,970.6,958.3,65.5,774.2,839.7,1101.5,1167.0,95.4
2017-07-24,1037,1037,1001,1016,1270300,1016,1040.6,976.3,959.0,62.8,787.8,850.6,1102.0,1164.8,91.3
2017-07-25,1023,1034,1004,1007,635300,1007,1031.8,981.5,959.3,59.5,803.0,862.5,1100.5,1160.0,85.3
2017-07-26,1023,1023,1006,1014,400900,1014,1028.4,986.8,959.8,56.1,818.6,874.7,1098.9,1155.0,79.0
2017-07-27,1005,1016,977,1012,1126700,1012,1019.0,991.4,959.9,53.0,832.4,885.4,1097.4,1150.4,72.5
2017-07-28,1008,1013,974,983,960200,983,1006.4,995.4,959.7,48.0,851.3,899.3,1091.5,1139.5,59.4
2017-07-31,977,1017,971,1010,1135900,1010,1005.2,1000.2,959.0,42.9,871.6,914.5,1085.9,1128.8,50.2
2017-08-01,1002,1013,987,991,744200,991,1002.0,1004.0,958.3,37.1,892.8,929.9,1078.1,1115.2,38.6
2017-08-02,990,995,981,986,434700,986,996.4,1007.7,958.9,29.3,919.7,949.0,1066.4,1095.7,24.1
2017-08-03,986,1008,982,1005,750800,1005,995.0,1010.0,959.8,26.5,930.5,957.0,1063.0,1089.5,10.1
2017-08-04,998,1006,985,994,573200,994,997.2,1011.9,960.2,23.2,942.3,965.5,1058.3,1081.5,-5.3
2017-08-07,988,989,938,966,1760600,966,988.4,1011.7,960.3,23.6,940.8,964.4,1059.0,1082.6,-28.4
2017-08-08,966,977,963,972,580600,972,984.6,1011.0,960.4,24.5,937.5,962.0,1060.0,1084.5,-46.3
2017-08-09,987,1009,980,1009,1906000,1009,989.2,1012.0,961.5,23.9,940.3,964.2,1059.8,1083.7,-58.1
2017-08-10,1005,1043,996,1020,1915700,1020,992.2,1013.5,963.5,23.2,944.0,967.1,1059.9,1083.0,-66.5
2017-08-17,1118,1152,1107,1144,2029400,1144,1022.2,1018.3,968.1,34.9,913.6,948.5,1088.1,1123.0,-46.8
2017-08-18,1116,1147,1114,1147,1684000,1147,1058.4,1022.9,972.8,43.3,892.9,936.2,1109.6,1152.9,-27.7
2017-08-21,1123,1138,1032,1046,3565500,1046,1073.2,1023.8,975.6,43.6,893.0,936.6,1111.0,1154.6,-15.1
2017-08-22,1042,1062,1021,1045,1459400,1045,1080.4,1024.4,978.4,43.8,893.0,936.8,1112.0,1155.8,-4.2
2017-08-23,1061,1061,1024,1031,1521500,1031,1082.6,1025.1,980.7,43.8,893.8,937.6,1112.6,1156.4,-0.5
2017-08-24,1035,1079,1031,1072,1720900,1072,1068.2,1027.7,983.8,44.6,894.0,938.6,1116.8,1161.4,6.8
2017-08-25,1076,1103,1073,1100,1423800,1100,1058.8,1030.3,988.0,46.8,889.8,936.6,1124.0,1170.8,20.3
2017-08-28,1097,1115,1080,1105,1008800,1105,1070.6,1032.4,992.2,49.0,885.3,934.3,1130.5,1179.5,35.8
2017-08-29,1095,1095,1053,1053,1015500,1053,1072.2,1033.3,995.2,49.2,885.7,934.9,1131.7,1180.9,44.2
2017-08-30,1059,1066,1043,1055,800500,1055,1077.0,1033.2,998.4,49.1,885.8,935.0,1131.4,1180.6,57.6
2017-08-31,1059,1082,1051,1068,965300,1068,1076.2,1034.0,1002.3,49.6,885.3,934.9,1133.1,1182.7,67.5
2017-09-01,1082,1084,1052,1060,718800,1060,1068.2,1035.8,1006.0,49.7,886.8,936.5,1135.1,1184.8,70.6
2017-09-04,1050,1052,1013,1031,980000,1031,1053.4,1036.8,1009.1,49.3,888.8,938.2,1135.4,1184.8,68.3
2017-09-05,1039,1053,1026,1029,957200,1029,1048.6,1037.4,1012.1,49.1,890.0,939.2,1135.6,1184.8,65.5
2017-09-06,1018,1045,1006,1041,683900,1041,1045.8,1038.5,1015.0,48.8,892.0,940.8,1136.2,1185.0,61.9
2017-09-07,1047,1063,1036,1057,760700,1057,1043.6,1041.5,1018.4,47.6,898.8,946.4,1136.6,1184.2,57.9
2017-09-08,1060,1075,1056,1066,808400,1066,1044.8,1043.7,1021.9,47.3,901.7,949.0,1138.4,1185.7,54.9
2017-09-11,1079,1110,1067,1103,1345100,1103,1059.2,1048.2,1026.1,47.4,905.9,953.3,1143.1,1190.5,52.4
2017-09-12,1116,1130,1105,1117,1150500,1117,1076.8,1053.4,1030.6,47.5,910.9,958.4,1148.4,1195.9,50.2
2017-09-13,1125,1138,1109,1124,1082700,1124,1093.4,1058.2,1034.1,48.4,913.0,961.4,1155.0,1203.4,47.8
2017-09-14,1130,1133,1111,1119,784900,1119,1105.8,1063.2,1037.6,48.0,919.3,967.3,1159.1,1207.1,45.0
2017-09-15,1102,1125,1085,1118,1101000,1118,1116.2,1069.3,1040.5,44.6,935.4,980.0,1158.6,1203.2,41.6
2017-09-19,1142,1165,1128,1138,1254600,1138,1123.2,1075.9,1043.5,41.8,950.4,992.2,1159.6,1201.4,38.3
2017-09-20,1150,1170,1149,1154,1320700,1154,1130.6,1081.7,1046.9,42.2,955.1,997.3,1166.1,1208.3,38.3
2017-09-21,1159,1159,1141,1144,600200,1144,1134.6,1086.7,1050.1,41.9,960.9,1002.8,1170.6,1212.5,34.6
2017-09-22,1140,1142,1096,1125,974200,1125,1135.8,1085.9,1052.1,41.0,962.8,1003.9,1167.9,1209.0,53.5
2017-09-25,1126,1139,1120,1123,515200,1123,1136.8,1085.0,1053.9,39.8,965.6,1005.4,1164.6,1204.4,73.6
2017-09-26,1125,1125,1104,1110,680500,1110,1131.2,1087.5,1055.6,39.2,969.8,1009.0,1166.0,1205.2,72.9
2017-09-27,1115,1154,1112,1148,809400,1148,1130.0,1091.6,1058.0,40.0,971.6,1011.6,1171.6,1211.6,74.9
2017-09-28,1168,1222,1163,1219,2116100,1219,1145.0,1099.2,1062.1,45.4,962.9,1008.4,1190.0,1235.5,76.2
2017-09-29,1211,1215,1185,1200,745200,1200,1160.0,1104.3,1066.0,49.3,956.5,1005.7,1202.9,1252.1,81.0
2017-10-02,1214,1219,1192,1195,470900,1195,1174.4,1108.1,1069.2,52.5,950.6,1003.1,1213.1,1265.6,84.9
2017-10-03,1200,1212,1195,1207,602600,1207,1193.8,1112.2,1072.3,56.1,943.9,1000.0,1224.4,1280.5,88.9
2017-10-04,1212,1228,1197,1204,548700,1204,1205.0,1118.2,1075.8,57.6,945.5,1003.1,1233.3,1290.9,89.7
2017-10-05,1203,1211,1180,1186,887100,1186,1198.4,1123.4,1078.3,57.5,950.8,1008.3,1238.5,1296.0,89.5
2017-10-06,1185,1203,1179,1184,651200,1184,1195.2,1128.1,1081.1,57.6,955.4,1013.0,1243.2,1300.8,89.5
2017-10-10,1185,1187,1163,1171,639100,1171,1190.4,1132.5,1084.2,56.3,963.5,1019.8,1245.2,1301.5,88.1
2017-10-11,1175,1190,1164,1166,617900,1166,1182.2,1137.9,1087.3,52.6,980.2,1032.8,1243.0,1295.6,85.4
2017-10-12,1186,1186,1164,1165,401600,1165,1174.4,1143.4,1090.4,47.6,1000.5,1048.2,1238.6,1286.3,81.9
2017-10-13,1172,1175,1149,1174,648900,1174,1172.0,1148.7,1093.6,42.9,1020.0,1062.9,1234.5,1277.4,78.2
2017-10-19,1155,1163,1147,1151,656500,1151,1165.4,1152.4,1097.0,38.4,1037.1,1075.6,1229.2,1267.7,71.8
2017-10-20,1150,1159,1136,1155,602500,1155,1162.2,1156.0,1099.9,33.9,1054.2,1088.1,1223.9,1257.8,65.8
2017-10-23,1170,1174,1138,1148,924700,1148,1158.6,1157.8,1103.0,32.2,1061.3,1093.5,1222.1,1254.3,56.3
2017-10-24,1154,1180,1149,1175,795800,1175,1160.6,1160.1,1106.8,31.2,1066.6,1097.8,1222.4,1253.6,51.1
2017-10-25,1173,1191,1157,1161,741700,1161,1158.0,1161.6,1109.9,30.2,1070.9,1101.1,1222.1,1252.3,43.9
2017-10-26,1160,1185,1149,1184,469600,1184,1164.6,1164.2,1113.7,29.2,1076.6,1105.8,1222.6,1251.8,37.5
2017-10-27,1190,1205,1189,1198,501900,1198,1173.2,1167.4,1118.3,28.3,1082.5,1110.8,1224.0,1252.3,33.4
2017-10-30,1201,1203,1175,1198,1053300,1198,1183.2,1169.8,1122.9,28.2,1085.1,1113.3,1226.3,1254.5,29.3
2017-10-31,1200,1206,1186,1186,443600,1186,1185.4,1171.1,1126.4,28.2,1086.4,1114.6,1227.6,1255.8,25.4
2017-11-01,1174,1186,1168,1177,980900,1177,1188.6,1172.4,1129.5,27.7,1089.4,1117.1,1227.7,1255.4,15.9
2017-11-02,1184,1190,1166,1183,692900,1183,1188.4,1174.7,1130.3,25.9,1097.0,1122.9,1226.5,1252.4,5.4
2017-11-06,1161,1162,1108,1115,1893700,1115,1171.8,1174.4,1129.7,26.6,1094.6,1121.2,1227.6,1254.2,-15.8
2017-11-07,1090,1111,1078,1109,2222600,1109,1154.0,1174.4,1130.9,26.7,1094.3,1121.0,1227.8,1254.5,-38.8
2017-11-08,1119,1160,1118,1155,787000,1155,1147.8,1174.6,1133.1,26.5,1095.2,1121.7,1227.5,1254.0,-55.2
2017-11-09,1170,1204,1146,1164,1444200,1164,1145.2,1172.4,1135.8,24.9,1097.8,1122.7,1222.1,1247.0,-50.9
2017-11-10,1139,1188,1136,1184,1007500,1184,1145.4,1171.8,1138.0,24.3,1098.8,1123.2,1220.4,1244.8,-39.3
2017-11-13,1195,1226,1175,1219,1241300,1219,1166.2,1172.8,1140.4,25.7,1095.7,1121.4,1224.2,1249.9,-18.8
2017-11-14,1215,1215,1178,1190,1239500,1190,1182.4,1172.1,1142.1,25.0,1097.2,1122.1,1222.1,1247.0,-1.2
2017-11-15,1205,1300,1205,1237,3920100,1237,1198.8,1173.4,1145.8,27.5,1091.0,1118.4,1228.4,1255.8,20.2
2017-11-16,1234,1269,1229,1259,1820300,1259,1217.8,1176.3,1149.9,32.3,1079.3,1111.6,1241.0,1273.3,36.0
2017-11-20,1250,1251,1192,1198,1465800,1198,1220.6,1176.9,1152.5,32.6,1079.1,1111.7,1242.1,1274.7,46.8
2017-11-21,1224,1248,1218,1228,1028600,1228,1222.4,1179.2,1155.8,34.1,1076.8,1111.0,1247.4,1281.6,53.5
2017-11-22,1250,1295,1247,1286,1501600,1286,1241.6,1184.0,1160.9,40.1,1063.7,1103.8,1264.2,1304.3,59.8
2017-11-24,1289,1323,1284,1299,1472200,1299,1254.0,1189.3,1166.3,46.0,1051.3,1097.3,1281.3,1327.3,65.4
2017-11-27,1310,1328,1290,1294,872300,1294,1261.0,1194.1,1171.4,50.4,1043.0,1093.3,1294.9,1345.2,70.3
2017-11-28,1298,1310,1267,1274,624600,1274,1276.2,1199.0,1175.7,52.0,1043.1,1095.1,1302.9,1354.9,71.8
2017-11-29,1280,1307,1274,1290,577700,1290,1288.6,1204.4,1180.2,54.2,1041.9,1096.1,1312.7,1366.9,74.0
2017-11-30,1286,1291,1265,1275,675900,1275,1286.4,1209.5,1183.7,54.6,1045.7,1100.3,1318.7,1373.3,74.5
2017-12-01,1271,1281,1229,1247,855500,1247,1276.0,1212.4,1186.3,54.6,1048.6,1103.2,1321.6,1376.2,75.2
2017-12-04,1241,1253,1226,1228,442500,1228,1262.8,1215.1,1188.3,53.6,1054.2,1107.9,1322.3,1376.0,72.6
2017-12-05,1219,1236,1209,1232,572300,1232,1254.4,1217.0,1190.6,53.3,1057.0,1110.4,1323.6,1377.0,71.9
2017-12-06,1232,1249,1221,1227,650300,1227,1241.8,1218.2,1192.8,53.2,1058.6,1111.8,1324.6,1377.8,71.2
2017-12-07,1237,1270,1236,1268,689700,1268,1240.4,1221.0,1195.4,53.9,1059.2,1113.1,1328.9,1382.8,72.2
2017-12-08,1255,1280,1255,1271,592600,1271,1245.2,1224.4,1197.7,54.3,1061.4,1115.8,1333.0,1387.4,70.5
2017-12-11,1285,1294,1268,1286,503800,1286,1256.8,1228.7,1200.6,54.7,1064.5,1119.2,1338.2,1392.9,68.4
